station,glatos_array,consecutive_deploy_no,deploy_lat,deploy_long,deploy_date_time,recover_date_time,ins_model_no,glatos_ins_frequency,receiver_sn,code_map,code_map_comment,glatos_seasonal,glatos_project
CRB-002,CRB,3,41.646,-83.014,2016-03-10 14:43:00,2016-06-03 14:00:00,VR2Tx,69,480010,MAP-113,,Yes,LEWAE
LOC-007,LOC,1,41.649,-83.067,2016-03-10 14:55:00,2016-06-03 14:50:00,VR2W,69,125644,MAP-113,,Yes,LEWAE
CRN-001,CRN,3,41.678,-83.1,2016-03-10 16:19:00,2016-06-03 15:00:00,VR2W,69,125654,MAP-113,,Yes,LEWAE
BPC-001,BPC,3,41.67,-83.066,2016-03-10 16:30:00,2016-06-03 15:10:00,VR2W,69,122154,MAP-113,,Yes,LEWAE
CNE-001,CNE,3,41.668,-83.051,2016-03-10 16:36:00,2016-06-03 15:15:00,VR2W,69,122145,MAP-113,,Yes,LEWAE
LPC-001,LPC,3,41.668,-83.025,2016-03-10 16:43:00,2016-06-03 15:25:00,VR2W,69,125648,MAP-113,,Yes,LEWAE
NRG-008,NRG,1,41.665,-82.979,2016-03-10 16:55:00,2016-08-03 13:00:00,VR2W,69,109432,MAP-113,,Yes,LEWAE
CRB-005,CRB,2,41.649,-82.999,2016-03-10 17:06:00,2016-06-03 13:50:00,VR2W,69,122147,MAP-113,,Yes,LEWAE
CRB-001,CRB,3,41.645,-83.008,2016-03-10 17:11:00,2016-08-03 13:30:00,VR2W,69,109882,MAP-113,,Yes,LEWAE
CRB-003,CRB,2,41.641,-83.011,2016-03-10 17:20:00,2016-06-03 14:03:00,VR2Tx,69,480014,MAP-113,,Yes,LEWAE
TSR-011,TSR,3,41.634,-83.008,2016-03-10 17:25:00,2016-06-03 14:16:00,VR2Tx,69,480015,MAP-113,,No,LEWAE
TSR-009,TSR,3,41.635,-83.016,2016-03-10 17:29:00,2016-03-11 05:00:00,VR2Tx,69,480009,MAP-113,,No,LEWAE
TSR-002,TSR,3,41.632,-83.009,2016-03-10 18:33:00,2016-06-02 13:00:00,VR2W,69,112973,MAP-113,,No,LEWAE
TSR-010,TSR,4,41.636,-83.01,2016-03-10 18:37:00,2016-06-03 14:10:00,VR2W,69,121260,MAP-113,,No,LEWAE
TSR-017,TSR,3,41.634,-83.015,2016-03-10 18:42:00,2016-06-02 13:30:00,VR2W,69,122151,MAP-113,,No,LEWAE
TSR-016,TSR,3,41.632,-83.013,2016-03-10 18:53:00,2016-06-02 12:45:00,VR2W,69,122152,MAP-113,,No,LEWAE
TSR-012,TSR,3,41.63,-83.012,2016-03-10 18:59:00,2016-06-02 12:55:00,VR2W,69,120596,MAP-113,,No,LEWAE
TSR-013,TSR,3,41.63,-83.016,2016-03-10 19:07:00,2016-06-02 12:25:00,VR2W,69,119333,MAP-113,,No,LEWAE
TSR-004,TSR,4,41.631,-83.018,2016-03-10 19:13:00,2016-06-02 12:30:00,VR2W,69,125640,MAP-113,,No,LEWAE
TSR-003,TSR,3,41.63,-83.022,2016-03-10 19:20:00,2016-06-02 12:05:00,VR2W,69,125651,MAP-113,,No,LEWAE
TSR-014,TSR,4,41.628,-83.019,2016-03-10 19:28:00,2016-06-02 12:17:00,VR2W,69,109932,MAP-113,,No,LEWAE
TSR-015,TSR,3,41.627,-83.023,2016-03-10 19:32:00,2016-06-02 11:45:00,VR2W,69,109976,MAP-113,,No,LEWAE
TSR-006,TSR,3,41.628,-83.025,2016-03-10 19:38:00,2016-06-02 11:50:00,VR2W,69,121259,MAP-113,,No,LEWAE
TSR-007,TSR,3,41.631,-83.026,2016-03-10 19:41:00,2016-06-03 14:40:00,VR2W,69,113191,MAP-113,,No,LEWAE
NRG-001,NRG,3,41.664,-82.975,2016-03-11 13:49:00,2016-06-02 16:10:00,VR2W,69,122441,MAP-113,,Yes,LEWAE
CRB-004,CRB,2,41.649,-83.007,2016-03-11 14:00:00,2016-06-02 15:45:00,VR2W,69,125635,MAP-113,,Yes,LEWAE
CRB-008,CRB,1,41.646,-83.002,2016-03-11 14:05:00,2016-08-19 16:22:00,VR2W,69,109916,MAP-113,,Yes,LEWAE
CRB-007,CRB,1,41.642,-83.003,2016-03-11 14:10:00,2016-06-02 16:00:00,VR2W,69,122138,MAP-113,,Yes,LEWAE
LOC-001,LOC,3,41.646,-83.066,2016-03-11 14:25:00,2016-06-02 15:00:00,VR2Tx,69,480017,MAP-113,,Yes,LEWAE
LOC-002,LOC,1,41.643,-83.072,2016-03-11 14:30:00,2016-06-02 14:55:00,VR2W,69,109476,MAP-113,,Yes,LEWAE
HCI-002,HCI,3,41.749,-82.805,2016-03-22 13:35:00,2016-06-03 16:35:00,VR2W,69,122133,MAP-113,,Yes,LEWAE
HCI-001,HCI,3,41.754,-82.816,2016-03-22 13:40:00,2016-06-03 16:30:00,VR2W,69,121257,MAP-113,,Yes,LEWAE
LCI-001,LCI,3,41.779,-82.796,2016-03-22 13:50:00,2016-06-03 16:20:00,VR2W,69,125656,MAP-113,,Yes,LEWAE
HIR-001,HIR,3,41.807,-82.796,2016-03-22 13:58:00,2016-06-03 16:10:00,VR2W,69,125621,MAP-113,,Yes,LEWAE
NHR-001,NHR,3,41.844,-82.859,2016-03-22 14:14:00,2016-06-03 15:55:00,VR2W,69,125642,MAP-113,,Yes,LEWAE
NRG-002,NRG,1,41.666,-82.97,2016-03-22 15:40:00,2016-06-02 16:15:00,VR2AR,69,546144,MAP-113,,Yes,LEWAE
TSR-009,TSR,4,41.635,-83.016,2016-03-22 15:43:00,2016-06-03 14:35:00,VR2Tx,69,480009,MAP-113,,No,LEWAE
NRG-003,NRG,1,41.662,-82.97,2016-03-22 15:45:00,2016-06-02 16:48:00,VR2AR,69,546150,,,Yes,LEWAE
NRG-004,NRG,1,41.659,-82.976,2016-03-22 15:48:00,2016-06-02 16:20:00,VR2AR,69,546160,MAP-113,,Yes,LEWAE
NRG-005,NRG,1,41.661,-82.981,2016-03-22 15:51:00,2016-06-02 16:25:00,VR2AR,69,546155,MAP-113,,Yes,LEWAE
NRG-006,NRG,1,41.668,-82.978,2016-03-22 15:55:00,2016-06-02 16:35:00,VR2AR,69,546143,MAP-113,,Yes,LEWAE
NRG-007,NRG,1,41.667,-82.984,2016-03-22 15:59:00,2016-06-02 16:55:00,VR2AR,69,546153,MAP-113,,Yes,LEWAE
LOC-003,LOC,1,41.649,-83.062,2016-03-22 16:20:00,2016-06-02 15:20:00,VR2AR,69,546148,MAP-113,,Yes,LEWAE
LOC-004,LOC,1,41.646,-83.061,2016-03-22 16:23:00,2016-06-02 15:25:00,VR2AR,69,546159,MAP-113,,Yes,LEWAE
LOC-005,LOC,1,41.643,-83.067,2016-03-22 16:27:00,2016-06-02 15:35:00,VR2AR,69,546145,MAP-113,,Yes,LEWAE
LOC-006,LOC,1,41.647,-83.071,2016-03-22 16:30:00,2016-06-02 15:15:00,VR2AR,69,546146,MAP-113,,Yes,LEWAE
TSR-008,TSR,4,41.634,-83.02,2016-04-05 17:03:00,2016-06-20 21:00:00,VR2AR,69,546149,MAP-113,,No,LEWAE
GRO-001,GRO,3,41.741,-81.279,2016-04-11 16:30:00,2016-06-15 19:30:00,VR2W,69,109908,MAP-113,,Yes,LEWAE
EBA-022,EBA,3,42.532,-80.304,2016-05-11 13:36:00,2016-10-26 13:25:00,VR2W,69,109965,MAP-113,,No,LEWAE
EBA-023,EBA,3,42.51,-80.305,2016-05-11 13:55:00,2017-05-12 14:13:00,VR2W,69,112969,MAP-113,,No,LEWAE
EBA-024,EBA,3,42.49,-80.305,2016-05-11 14:13:00,2017-05-12 14:07:00,VR2W,69,121262,MAP-113,,No,LEWAE
EBA-025,EBA,3,42.468,-80.306,2016-05-11 14:35:00,2017-05-12 13:52:00,VR2W,69,121267,MAP-113,,No,LEWAE
EBA-026,EBA,4,42.448,-80.307,2016-05-11 14:46:00,2017-05-12 13:36:00,VR2W,69,122139,MAP-113,,No,LEWAE
EBA-027,EBA,3,42.427,-80.307,2016-05-11 15:03:00,2016-08-17 15:05:00,VR2W,69,122150,MAP-114,,No,LEWAE
EBA-028,EBA,3,42.405,-80.308,2016-05-11 15:30:00,2016-08-17 18:14:00,VR2W,69,109898,MAP-113,,No,LEWAE
EBA-029,EBA,3,42.384,-80.308,2016-05-11 15:53:00,2016-08-17 20:05:00,VR2W,69,125626,MAP-113,,No,LEWAE
EBA-018,EBA,3,42.297,-80.263,2016-05-11 17:19:00,2017-05-09 20:46:00,VR2W,69,109939,MAP-112,,No,LEWAE
EBA-016,EBA,3,42.257,-80.231,2016-05-11 17:55:00,2017-05-09 20:19:00,VR2W,69,121252,MAP-113,,No,LEWAE
EBA-015,EBA,3,42.236,-80.214,2016-05-11 18:13:00,2017-05-09 20:02:00,VR2W,69,122134,MAP-113,,No,LEWAE
EBA-014,EBA,4,42.217,-80.197,2016-05-11 18:31:00,2017-05-09 19:44:00,VR2W,69,122132,MAP-113,,No,LEWAE
EBA-013,EBA,3,42.196,-80.179,2016-05-11 20:48:00,2017-05-09 19:29:00,VR2W,69,122144,MAP-113,,No,LEWAE
EBA-012,EBA,3,42.175,-80.162,2016-05-11 21:03:00,2016-10-25 21:48:00,VR2W,69,119319,MAP-113,,No,LEWAE
EBA-011,EBA,3,42.156,-80.146,2016-05-11 21:27:00,2016-08-17 22:34:00,VR2W,69,109962,MAP-113,,No,LEWAE
EBA-017,EBA,3,42.277,-80.248,2016-05-18 15:58:00,2017-05-09 20:31:00,VR2W,69,109935,MAP-113,,No,LEWAE
EBA-019,EBA,3,42.317,-80.281,2016-05-18 16:47:00,2016-08-17 21:15:00,VR2W,69,109455,MAP-113,,No,LEWAE
EBA-030,EBA,3,42.363,-80.308,2016-05-18 17:08:00,2017-05-09 21:32:00,VR2W,69,112974,MAP-113,,No,LEWAE
CBG-002,CBG,1,41.452,-82.497,2016-06-16 16:10:00,2017-06-13 12:50:00,VR2W,69,119155,MAP-113,,No,LEWAE
CBG-003,CBG,1,41.454,-82.317,2016-06-16 16:40:00,2017-06-13 16:00:00,VR2W,69,110591,MAP-113,,No,LEWAE
CBG-008,CBG,1,41.589,-82.32,2016-06-16 17:05:00,2017-06-13 15:35:00,VR2W,69,110596,,,No,LEWAE
CBG-019,CBG,1,41.724,-82.323,2016-06-16 17:25:00,2017-06-13 15:10:00,VR2W,69,119154,MAP-113,,No,LEWAE
CBG-031,CBG,1,41.859,-82.325,2016-06-16 17:50:00,2017-06-13 14:40:00,VR2W,69,112395,MAP-113,,No,LEWAE
CBG-043,CBG,1,41.994,-82.328,2016-06-16 18:13:00,2016-11-01 15:18:00,VR2W,69,112407,MAP-113,,No,LEWAE
CBG-030,CBG,1,41.829,-82.482,2016-06-16 18:58:00,2016-11-01 14:00:00,VR2W,69,120180,MAP-113,,No,LEWAE
CBG-018,CBG,1,41.722,-82.503,2016-06-16 20:41:00,2017-06-13 13:55:00,VR2W,69,112330,MAP-113,,No,LEWAE
CBG-009,CBG,1,41.591,-82.14,2016-06-21 15:01:00,2017-06-05 13:11:00,VR2W,69,119783,MAP-113,,No,LEWAE
CBG-020,CBG,1,41.726,-82.142,2016-06-21 15:55:00,2017-06-05 15:43:00,VR2W,69,112446,MAP-113,,No,LEWAE
CBG-021,CBG,1,41.728,-81.962,2016-06-21 16:38:00,2017-06-05 14:56:00,VR2W,69,119777,MAP-113,,No,LEWAE
CBG-010,CBG,1,41.593,-81.96,2016-06-21 17:30:00,2017-06-05 14:10:00,VR2W,69,120179,MAP-113,,No,LEWAE
CBG-011,CBG,1,41.594,-81.78,2016-06-21 18:15:00,2016-10-25 14:21:00,VR2W,69,110584,MAP-113,,No,LEWAE
CBG-022,CBG,1,41.729,-81.782,2016-06-21 19:00:00,2016-07-11 22:30:00,VR2W,69,110580,MAP-113,,No,LEWAE
CBG-023,CBG,1,41.73,-81.601,2016-06-21 19:51:00,2017-06-07 15:41:00,VR2W,69,110589,MAP-113,,No,LEWAE
CBG-012,CBG,1,41.595,-81.6,2016-06-21 20:30:00,2017-06-09 20:08:00,VR2W,69,125621,MAP-113,,No,LEWAE
CBG-024,CBG,1,41.731,-81.421,2016-06-21 21:40:00,2016-10-25 16:11:00,VR2W,69,121268,MAP-113,,No,LEWAE
CBG-036,CBG,1,41.866,-81.422,2016-06-21 22:30:00,2017-06-07 20:45:00,VR2W,69,112341,MAP-113,,No,LEWAE
CBG-047,CBG,1,42,-81.604,2016-06-22 13:00:00,2017-06-07 17:28:00,VR2W,69,110585,MAP-113,,No,LEWAE
CBG-058,CBG,1,42.135,-81.605,2016-06-22 14:15:00,2017-06-07 18:15:00,VR2W,69,125644,MAP-113,,No,LEWAE
CBG-067,CBG,1,42.27,-81.788,2016-06-22 15:35:00,2017-06-06 13:04:00,VR2W,69,121249,MAP-113,,No,LEWAE
CBG-056,CBG,1,42.133,-81.968,2016-06-22 16:44:00,2017-06-05 22:20:00,VR2W,69,122142,MAP-113,,No,LEWAE
CBG-055,CBG,1,42.132,-82.15,2016-06-22 17:30:00,2016-11-01 16:53:00,VR2W,69,113615,MAP-113,,No,LEWAE
CBG-054,CBG,1,42.13,-82.331,2016-06-22 18:12:00,2016-11-01 16:09:00,VR2W,69,119780,MAP-113,,No,LEWAE
CBG-044,CBG,1,41.997,-82.147,2016-06-22 19:20:00,2017-06-05 19:07:00,VR2W,69,121264,MAP-113,,No,LEWAE
CBG-033,CBG,1,41.863,-81.964,2016-06-22 20:20:00,2017-06-05 17:27:00,VR2W,69,119152,MAP-113,,No,LEWAE
CBG-032,CBG,1,41.861,-82.145,2016-06-22 21:30:00,2017-06-05 16:40:00,VR2W,69,121265,MAP-113,,No,LEWAE
CBG-034,CBG,1,41.865,-81.783,2016-06-27 16:07:00,2017-06-07 14:02:00,VR2W,69,121254,MAP-113,,No,LEWAE
CBG-035,CBG,1,41.866,-81.602,2016-06-27 16:51:00,2017-06-07 16:36:00,VR2W,69,109141,MAP-113,,No,LEWAE
CBG-048,CBG,1,42.002,-81.422,2016-06-27 18:10:00,2017-06-07 19:54:00,VR2W,69,119784,MAP-113,,No,LEWAE
CBG-049,CBG,1,42.029,-81.263,2016-06-27 19:51:00,2016-07-12 12:17:00,VR2W,69,112494,MAP-113,,No,LEWAE
CBG-037,CBG,1,41.867,-81.241,2016-06-27 20:45:00,2017-06-16 10:50:00,VR2W,69,109932,MAP-113,,No,LEWAE
CBG-038,CBG,1,41.867,-81.06,2016-06-27 22:00:00,2017-06-16 17:39:00,VR2W,69,122152,MAP-113,,No,LEWAE
CBG-061,CBG,1,42.137,-81.061,2016-06-28 12:57:00,2017-06-16 12:35:00,VR2W,69,112973,MAP-113,,No,LEWAE
CBG-081,CBG,1,42.407,-81.244,2016-06-28 15:05:00,2017-06-06 19:29:00,VR2W,69,121259,MAP-113,,No,LEWAE
CBG-057,CBG,1,42.134,-81.786,2016-06-28 19:34:00,2017-06-07 12:17:00,VR2W,69,121257,MAP-113,,No,LEWAE
CBG-046,CBG,1,41.999,-81.785,2016-06-28 20:37:00,2017-06-07 13:08:00,VR2W,69,110561,MAP-113,,No,LEWAE
CBG-045,CBG,1,41.998,-81.966,2016-06-28 21:21:00,2017-06-05 18:16:00,VR2W,69,125651,MAP-113,,No,LEWAE
CBG-022,CBG,2,41.73,-81.783,2016-07-11 22:41:00,2017-06-07 14:51:00,VR2W,69,110580,MAP-113,,No,LEWAE
CBG-049,CBG,2,42.002,-81.241,2016-07-12 12:27:00,2017-06-16 11:35:00,VR2W,69,112494,MAP-113,,No,LEWAE
CBG-050,CBG,1,42.002,-81.06,2016-07-12 13:13:00,2017-06-16 17:02:00,VR2W,69,112400,MAP-113,,No,LEWAE
CBG-053,CBG,1,42.001,-80.517,2016-07-12 13:22:00,2016-10-25 20:07:00,VR2W,69,125648,MAP-113,,No,LEWAE
CBG-051,CBG,1,42.002,-80.879,2016-07-12 13:58:00,2017-06-16 16:24:00,VR2W,69,106602,MAP-113,,No,LEWAE
CBG-065,CBG,1,42.135,-80.335,2016-07-12 14:02:00,2017-06-09 13:11:00,VR2W,69,125654,MAP-113,,No,LEWAE
CBG-064,CBG,1,42.136,-80.515,2016-07-12 14:32:00,2017-06-16 14:26:00,VR2W,69,112476,MAP-113,,No,LEWAE
CBG-062,CBG,1,42.137,-80.879,2016-07-12 14:43:00,2017-06-16 13:17:00,VR2W,69,112342,MAP-113,,No,LEWAE
CBG-074,CBG,1,42.271,-80.515,2016-07-12 15:04:00,2017-06-08 20:36:00,VR2W,69,125656,MAP-113,,No,LEWAE
CBG-072,CBG,1,42.272,-80.878,2016-07-12 15:28:00,2017-06-08 15:45:00,VR2W,69,112405,MAP-113,,No,LEWAE
CBG-096,CBG,1,42.543,-80.512,2016-07-12 16:04:00,2016-10-26 14:17:00,VR2W,69,110593,MAP-113,,No,LEWAE
CBG-071,CBG,1,42.272,-81.061,2016-07-12 16:14:00,2017-06-08 14:52:00,VR2W,69,113058,MAP-113,,No,LEWAE
CBG-095,CBG,1,42.543,-80.696,2016-07-12 16:40:00,2017-06-08 18:15:00,VR2W,69,113616,MAP-113,,No,LEWAE
CBG-070,CBG,1,42.272,-81.242,2016-07-12 16:58:00,2017-06-06 20:20:00,VR2W,69,125640,MAP-113,,No,LEWAE
CBG-084,CBG,1,42.407,-80.696,2016-07-12 17:14:00,2017-06-08 19:05:00,VR2W,69,109976,MAP-113,,No,LEWAE
CBG-073,CBG,1,42.272,-80.697,2016-07-12 17:46:00,2016-10-26 17:47:00,VR2W,69,113191,MAP-113,,No,LEWAE
CBG-082,CBG,1,42.407,-81.061,2016-07-12 17:58:00,2017-06-06 18:43:00,VR2W,69,122441,MAP-113,,No,LEWAE
SDB-012,SDB,1,41.469,-82.71,2016-07-12 18:12:00,2016-08-03 16:10:00,VR2AR,69,546151,MAP-113,,Yes,LEWAE
CBG-063,CBG,1,42.137,-80.698,2016-07-12 18:13:00,2017-06-16 13:55:00,VR2W,69,110583,MAP-113,,No,LEWAE
CBG-083,CBG,1,42.407,-80.878,2016-07-12 18:40:00,2016-10-26 16:38:00,VR2W,69,109476,MAP-113,,No,LEWAE
CBG-094,CBG,1,42.542,-80.878,2016-07-12 19:24:00,2016-10-26 15:43:00,VR2W,69,125642,MAP-113,,No,LEWAE
CBG-093,CBG,1,42.543,-81.061,2016-07-12 20:08:00,2017-06-06 17:49:00,VR2W,69,122151,MAP-113,,No,LEWAE
CBG-092,CBG,1,42.542,-81.243,2016-07-12 20:55:00,2017-06-06 16:59:00,VR2W,69,122138,MAP-113,,No,LEWAE
CBG-091,CBG,1,42.542,-81.426,2016-07-12 21:40:00,2017-06-06 16:10:00,VR2W,69,110558,MAP-113,,No,LEWAE
CBG-080,CBG,1,42.407,-81.426,2016-07-12 22:18:00,2017-06-06 15:21:00,VR2W,69,110578,MAP-113,,No,LEWAE
CBG-079,CBG,1,42.405,-81.607,2016-07-12 23:07:00,2017-06-06 14:32:00,VR2W,69,110595,MAP-113,,No,LEWAE
CBG-068,CBG,1,42.271,-81.606,2016-07-13 12:36:00,2017-06-06 13:43:00,VR2W,69,120596,MAP-113,,No,LEWAE
CBG-069,CBG,1,42.272,-81.424,2016-07-13 13:19:00,2017-06-06 21:06:00,VR2W,69,121260,MAP-113,,No,LEWAE
CBG-060,CBG,1,42.137,-81.246,2016-07-13 14:18:00,2017-06-16 12:13:00,VR2W,69,113055,MAP-113,,No,LEWAE
CBG-059,CBG,1,42.136,-81.423,2016-07-13 15:00:00,2017-06-07 19:08:00,VR2W,69,112413,MAP-113,,No,LEWAE
MAU-003,MAU,7,41.576,-83.61,2016-07-13 18:22:00,2017-08-01 17:30:00,VR2W,69,109876,MAP-113,,No,LEWAE
MAU-002,MAU,10,41.574,-83.607,2016-07-13 18:52:00,2017-08-01 14:45:00,VR2W,69,109886,MAP-113,,No,LEWAE
CBG-052,CBG,1,42.002,-80.699,2016-07-19 12:19:00,2016-07-20 04:00:00,VR2W,69,112394,MAP-113,,No,LEWAE
SDB-010,SDB,4,41.484,-82.828,2016-08-03 15:25:00,2017-08-10 17:55:00,VR2W,69,122145,MAP-113,,No,LEWAE
SDB-011,SDB,4,41.479,-82.827,2016-08-03 15:35:00,2018-08-21 12:55:00,VR2W,69,122154,MAP-113,,No,LEWAE
EBA-027,EBA,4,42.428,-80.307,2016-08-17 16:44:00,2017-05-09 22:09:00,VR2W,69,122150,MAP-114,,No,LEWAE
EBA-028,EBA,4,42.405,-80.308,2016-08-17 19:44:00,2017-05-09 21:57:00,VR2W,69,109898,MAP-113,,No,LEWAE
EBA-029,EBA,4,42.385,-80.306,2016-08-17 21:06:00,2017-05-09 21:46:00,VR2W,69,125626,MAP-113,,No,LEWAE
EBA-019,EBA,4,42.317,-80.281,2016-08-17 22:04:00,2017-05-09 21:03:00,VR2W,69,109455,MAP-113,,No,LEWAE
EBA-011,EBA,4,42.156,-80.146,2016-08-17 22:44:00,2016-10-25 21:51:00,VR2W,69,109962,MAP-113,,No,LEWAE
CBG-052,CBG,2,42.002,-80.698,2016-08-24 16:32:00,2016-10-25 19:15:00,VR2W,69,112394,MAP-113,,No,LEWAE
CBG-011,CBG,2,41.594,-81.78,2016-10-25 14:35:00,2017-06-09 20:57:00,VR2W,69,110584,MAP-113,,No,LEWAE
CBG-052,CBG,3,42.002,-80.698,2016-10-25 19:21:00,2017-06-16 15:40:00,VR2W,69,112394,MAP-113,,No,LEWAE
CBG-094,CBG,2,42.542,-80.878,2016-10-26 15:54:00,2017-06-08 17:26:00,VR2W,69,125642,MAP-113,,No,LEWAE
CBG-083,CBG,2,42.408,-80.879,2016-10-26 16:45:00,2017-06-08 16:36:00,VR2W,69,109476,MAP-113,,No,LEWAE
CBG-073,CBG,2,42.272,-80.697,2016-10-26 17:55:00,2017-06-08 19:51:00,VR2W,69,113191,MAP-113,,No,LEWAE
CBG-043,CBG,2,41.995,-82.312,2016-11-01 15:25:00,2017-06-05 19:59:00,VR2W,69,112407,MAP-113,,No,LEWAE
CBG-055,CBG,2,42.132,-82.15,2016-11-01 17:00:00,2017-06-05 21:32:00,VR2W,69,113615,MAP-113,,No,LEWAE
MAU-015,MAU,3,41.694,-83.469,2017-01-19 17:00:00,2017-08-01 16:10:00,VR2W,69,122133,MAP-113,,No,LEWAE
NRG-003,NRG,2,41.662,-82.97,2017-03-09 15:14:00,2017-06-01 21:20:00,VR2AR,69,546141,MAP-113,,Yes,LEWAE
NRG-002,NRG,2,41.666,-82.97,2017-03-09 15:17:00,2017-06-01 21:05:00,VR2AR,69,546155,MAP-113,,Yes,LEWAE
NRG-006,NRG,2,41.668,-82.977,2017-03-09 15:21:00,2017-06-01 20:58:00,VR2AR,69,546157,MAP-113,,Yes,LEWAE
NRG-007,NRG,2,41.667,-82.984,2017-03-09 15:25:00,2017-06-01 20:50:00,VR2AR,69,546145,MAP-113,,Yes,LEWAE
NRG-005,NRG,2,41.661,-82.981,2017-03-09 15:29:00,2017-06-01 20:45:00,VR2AR,69,546146,MAP-113,,Yes,LEWAE
NRG-004,NRG,2,41.659,-82.976,2017-03-09 15:36:00,2017-06-01 21:15:00,VR2AR,69,546150,MAP-113,,Yes,LEWAE
CRB-005,CRB,3,41.649,-82.998,2017-03-09 15:49:00,2017-06-01 17:15:00,VR2W,69,109913,MAP-113,,Yes,LEWAE
CRB-006,CRB,2,41.645,-82.997,2017-03-09 15:53:00,2017-06-01 17:30:00,VR2AR,69,546156,MAP-113,,Yes,LEWAE
CRB-003,CRB,3,41.641,-83.011,2017-03-09 16:03:00,2017-06-01 20:15:00,VR2AR,69,546160,MAP-113,,Yes,LEWAE
CRB-002,CRB,4,41.646,-83.014,2017-03-09 16:11:00,2017-06-01 19:30:00,VR2AR,69,546144,MAP-113,,Yes,LEWAE
TSR-001,TSR,5,41.637,-83.013,2017-03-09 16:19:00,2017-06-01 18:25:00,VR2AR,69,546143,MAP-113,,Yes,LEWAE
TSR-009,TSR,5,41.635,-83.016,2017-03-09 16:24:00,2017-06-01 18:30:00,VR2AR,69,546147,MAP-113,,Yes,LEWAE
TSR-008,TSR,5,41.634,-83.02,2017-03-09 16:29:00,2017-06-01 18:40:00,VR2AR,69,546159,MAP-113,,Yes,LEWAE
TSR-005,TSR,4,41.632,-83.023,2017-03-09 16:34:00,2017-06-01 18:45:00,VR2AR,69,546148,MAP-113,,Yes,LEWAE
TSR-007,TSR,4,41.631,-83.026,2017-03-09 16:38:00,2017-06-01 18:50:00,VR2W,69,109483,MAP-113,,Yes,LEWAE
TSR-010,TSR,5,41.636,-83.01,2017-03-09 16:51:00,2017-06-01 18:20:00,VR2W,69,120180,MAP-113,,Yes,LEWAE
TSR-011,TSR,4,41.634,-83.008,2017-03-09 16:56:00,2017-08-09 15:50:00,VR2AR,69,546154,MAP-113,,Yes,LEWAE
LOC-005,LOC,2,41.643,-83.067,2017-03-09 17:18:00,2017-06-01 16:00:00,VR2AR,69,546153,MAP-113,,Yes,LEWAE
LOC-006,LOC,2,41.647,-83.071,2017-03-09 17:24:00,2017-07-31 15:00:00,VR2AR,69,546152,MAP-113,,Yes,LEWAE
LOC-007,LOC,2,41.649,-83.067,2017-03-09 17:28:00,2017-06-01 15:32:00,VR2W,69,109451,MAP-113,,Yes,LEWAE
LOC-003,LOC,2,41.649,-83.062,2017-03-09 17:34:00,2017-07-31 15:20:00,VR2AR,69,546151,MAP-113,,Yes,LEWAE
LOC-004,LOC,2,41.646,-83.061,2017-03-09 17:38:00,2017-07-31 15:30:00,VR2AR,69,546149,MAP-113,,Yes,LEWAE
CRN-001,CRN,4,41.678,-83.1,2017-03-09 17:57:00,2017-06-01 16:50:00,VR2W,69,110593,MAP-113,,Yes,LEWAE
BPC-001,BPC,4,41.671,-83.066,2017-03-09 18:08:00,2017-06-01 15:22:00,VR2W,69,119780,MAP-113,,Yes,LEWAE
CNE-001,CNE,4,41.668,-83.051,2017-03-09 18:16:00,2017-06-01 16:34:00,VR2W,69,121268,MAP-113,,Yes,LEWAE
LPC-001,LPC,4,41.668,-83.024,2017-03-09 18:21:00,2017-06-01 17:00:00,VR2W,69,109435,,,Yes,LEWAE
RND-001,RND,4,41.621,-82.99,2017-03-20 14:40:00,2017-07-31 17:00:00,VR2W,69,122148,MAP-113,,Yes,LEWAE
TSR-017,TSR,4,41.634,-83.015,2017-03-20 15:01:00,2017-06-01 18:35:00,VR2AR,69,546040,MAP-113,,Yes,LEWAE
CRB-007,CRB,2,41.642,-83.003,2017-03-20 15:45:00,2017-06-01 17:50:00,VR2AR,69,546041,MAP-113,,Yes,LEWAE
CRB-008,CRB,2,41.646,-83.002,2017-03-20 16:00:00,2017-06-01 17:40:00,VR2AR,69,546142,MAP-113,,Yes,LEWAE
CRB-004,CRB,3,41.649,-83.006,2017-03-20 16:05:00,2017-06-01 19:45:00,VR2AR,69,546039,MAP-113,,Yes,LEWAE
CRB-001,CRB,4,41.645,-83.008,2017-03-20 16:10:00,2017-07-31 18:00:00,VR2W,69,121250,MAP-113,,Yes,LEWAE
NRG-001,NRG,4,41.664,-82.974,2017-03-20 16:30:00,2017-07-31 18:40:00,VR2TX,69,480018,MAP-113,,Yes,LEWAE
NRG-008,NRG,2,41.665,-82.979,2017-03-20 16:35:00,2017-10-22 16:00:00,VR2W,69,122136,MAP-113,,Yes,LEWAE
TSR-003,TSR,4,41.63,-83.022,2017-03-20 16:37:00,2017-07-31 16:20:00,VR2TX,69,480013,MAP-113,,Yes,LEWAE
TSR-016,TSR,4,41.632,-83.013,2017-03-20 16:45:00,2017-07-31 17:20:00,VR2TX,69,480019,MAP-113,,Yes,LEWAE
TSR-004,TSR,5,41.631,-83.018,2017-03-20 16:50:00,2017-07-31 16:45:00,VR2W,69,125655,MAP-113,,Yes,LEWAE
