station,glatos_array,consecutive_deploy_no,deploy_lat,deploy_long,deploy_date_time,recover_date_time,ins_model_no,glatos_ins_frequency,receiver_sn,code_map,code_map_comment,glatos_seasonal,glatos_project
ASB-010,ASB,1,44.407,-83.322,2023-04-11 19:03:00,2023-08-28 16:44:00,VR2W,69,119383,MAP-115,,Yes,ASRSH
ASB-009,ASB,1,44.409,-83.327,2023-04-11 19:14:00,2023-08-28 16:53:00,VR2W,69,131356,MAP-115,,Yes,ASRSH
ASB-008,ASB,1,44.413,-83.33,2023-04-11 19:25:00,2023-08-28 17:05:00,VR2W,69,119374,MAP-115,,Yes,ASRSH
ASB-006,ASB,1,44.427,-83.342,2023-04-11 20:00:00,2023-09-06 15:35:00,VR2W,69,113220,MAP-115,,Yes,ASRSH
VEC-001,VEC,1,44.431,-83.341,2023-04-11 20:31:00,2023-08-29 20:00:00,VR2W,69,119395,MAP-115,,Yes,ASRSH
ASB-007,ASB,1,44.429,-83.344,2023-04-11 20:39:00,2023-09-06 15:15:00,VR2W,69,131399,MAP-115,,Yes,ASRSH
ASB-005,ASB,1,44.433,-83.388,2023-04-11 21:19:00,2023-08-29 18:30:00,VR2W,69,131375,MAP-115,,Yes,ASRSH
ASB-004,ASB,1,44.433,-83.395,2023-04-11 21:27:00,2023-08-29 18:15:00,VR2W,69,119390,MAP-115,,Yes,ASRSH
ASB-001,ASB,1,44.437,-83.437,2023-04-11 22:12:00,2023-08-29 17:00:00,VR2W,69,131408,MAP-115,,Yes,ASRSH
ASB-003,ASB,1,44.432,-83.437,2023-04-11 22:24:00,2023-08-29 16:00:00,VR2W,69,113213,MAP-115,,Yes,ASRSH
ASB-002,ASB,1,44.434,-83.436,2023-04-11 22:30:00,2023-08-29 16:30:00,VR2W,69,131395,MAP-115,,Yes,ASRSH
ALH-002,ALH,1,44.398,-83.315,2023-04-13 19:18:00,2023-08-28 16:20:00,VR2AR,69,548721,Generation 2,,Yes,ASRSH
ALH-005,ALH,1,44.398,-83.303,2023-04-13 19:25:00,2023-08-28 16:13:00,VR2AR,69,546310,Generation 2,,Yes,ASRSH
ALH-009,ALH,1,44.396,-83.291,2023-04-13 19:31:00,2023-08-28 16:05:00,VR2AR,69,548778,Generation 2,,Yes,ASRSH
ALH-007,ALH,1,44.403,-83.283,2023-04-13 19:36:00,2023-08-28 15:52:00,VR2AR,69,552285,Generation 2,,Yes,ASRSH
ALH-004,ALH,1,44.405,-83.296,2023-04-13 19:43:00,2023-08-28 15:58:00,VR2AR,69,548681,Generation 2,,Yes,ASRSH
ALH-006,ALH,1,44.412,-83.287,2023-04-13 19:47:00,2023-08-28 15:44:00,VR2AR,69,548210,Generation 2,,Yes,ASRSH
ALH-003,ALH,1,44.413,-83.301,2023-04-13 19:53:00,2023-08-28 15:38:00,VR2AR,69,547608,Generation 2,,Yes,ASRSH
ALH-008,ALH,1,44.414,-83.315,2023-04-13 19:59:00,2023-08-28 15:36:00,VR2AR,69,548781,Generation 2,,Yes,ASRSH
ALH-001,ALH,1,44.406,-83.309,2023-04-13 20:06:00,2023-08-28 16:21:00,VR2AR,69,548735,Generation 2,,Yes,ASRSH
STI-001,STI,1,48.868,-88.014,2021-05-27 16:03:00,2021-09-27 16:50:00,VR2W,69,131711,MAP-114,,Yes,BBWAT
MAZ-001,MAZ,1,48.995,-88.051,2021-05-27 17:04:00,2021-09-23 17:35:00,VR2W,69,134756,MAP-114,,No,BBWAT
BHE-931,BHE,1,42.872,-78.896,2014-06-04 14:12:00,2014-07-15 04:00:00,VR2W,69,112370,MAP-113,,Yes,BHLAS
BHE-930,BHE,1,42.878,-78.901,2014-06-04 14:23:00,2014-07-15 04:00:00,VR2W,69,114257,MAP-113,,Yes,BHLAS
BHE-926,BHE,1,42.871,-78.907,2014-06-04 14:44:00,2014-08-06 14:50:00,VR2W,69,124302,MAP-113,,Yes,BHLAS
BHE-925,BHE,1,42.866,-78.898,2014-06-04 14:52:00,2014-07-15 04:00:00,VR2W,69,112371,MAP-113,,Yes,BHLAS
BHE-924,BHE,1,42.864,-78.89,2014-06-04 14:57:00,2014-08-06 14:14:00,VR2W,69,124300,MAP-113,,Yes,BHLAS
BHE-929,BHE,1,42.882,-78.908,2014-06-04 16:34:00,2014-07-15 04:00:00,VR2W,69,114258,MAP-113,,Yes,BHLAS
BHE-901,BHE,1,42.874,-78.942,2014-06-10 15:20:00,2014-08-05 12:44:00,VR2W,69,124298,MAP-113,,Yes,BHLAS
BHE-902,BHE,1,42.867,-78.941,2014-06-10 15:30:00,2014-08-05 13:02:00,VR2W,69,124315,MAP-113,,Yes,BHLAS
BHE-903,BHE,1,42.859,-78.94,2014-06-10 15:35:00,2014-08-05 13:20:00,VR2W,69,124297,MAP-113,,Yes,BHLAS
BHE-904,BHE,1,42.851,-78.939,2014-06-10 15:40:00,2014-08-05 13:34:00,VR2W,69,124296,MAP-113,,Yes,BHLAS
BHE-905,BHE,1,42.845,-78.938,2014-06-10 15:50:00,2014-08-05 13:54:00,VR2W,69,124313,MAP-113,,Yes,BHLAS
BHE-906,BHE,1,42.841,-78.93,2014-06-10 15:55:00,2014-08-05 14:18:00,VR2W,69,124290,MAP-113,,Yes,BHLAS
BHE-907,BHE,1,42.839,-78.921,2014-06-10 16:00:00,2014-08-05 14:30:00,VR2W,69,124318,MAP-113,,Yes,BHLAS
BHE-908,BHE,1,42.837,-78.911,2014-06-10 16:10:00,2014-08-05 14:48:00,VR2W,69,124307,MAP-113,,Yes,BHLAS
BHE-909,BHE,1,42.835,-78.902,2014-06-10 17:00:00,2014-08-05 15:03:00,VR2W,69,124308,MAP-113,,Yes,BHLAS
BHE-910,BHE,1,42.834,-78.892,2014-06-10 17:10:00,2015-07-07 16:00:00,VR2W,69,124294,MAP-113,,Yes,BHLAS
BHE-911,BHE,1,42.832,-78.882,2014-06-10 17:15:00,2014-08-05 15:43:00,VR2W,69,124293,MAP-113,,Yes,BHLAS
BHE-912,BHE,1,42.839,-78.885,2014-06-10 17:25:00,2014-08-05 16:00:00,VR2W,69,124291,MAP-113,,Yes,BHLAS
BHE-913,BHE,1,42.841,-78.895,2014-06-10 17:30:00,2014-08-05 16:12:00,VR2W,69,124303,MAP-113,,Yes,BHLAS
BHE-914,BHE,1,42.842,-78.905,2014-06-10 17:40:00,2014-08-05 16:25:00,VR2W,69,124311,MAP-113,,Yes,BHLAS
BHE-920,BHE,1,42.853,-78.883,2014-06-11 12:50:00,2014-08-06 13:11:00,VR2W,69,124289,MAP-113,,Yes,BHLAS
BHE-919,BHE,1,42.846,-78.878,2014-06-11 12:55:00,2014-08-06 12:59:00,VR2W,69,124292,MAP-113,,Yes,BHLAS
BHE-918,BHE,1,42.84,-78.875,2014-06-11 13:00:00,2014-08-06 12:44:00,VR2W,69,124309,MAP-113,,Yes,BHLAS
BHE-923,BHE,1,42.858,-78.898,2014-06-11 13:10:00,2014-08-06 13:57:00,VR2W,69,124312,MAP-113,,Yes,BHLAS
BHE-927,BHE,1,42.874,-78.918,2014-06-11 13:15:00,2014-08-06 15:06:00,VR2W,69,124317,MAP-113,,Yes,BHLAS
BHE-928,BHE,1,42.882,-78.918,2014-06-11 13:20:00,2014-08-06 15:43:00,VR2W,69,124306,MAP-113,,Yes,BHLAS
BHE-922,BHE,1,42.851,-78.901,2014-06-20 13:40:00,2014-08-06 13:44:00,VR2W,69,124304,MAP-113,,Yes,BHLAS
BHE-921,BHE,1,42.852,-78.891,2014-06-20 13:55:00,2014-08-06 13:25:00,VR2W,69,124321,MAP-113,,Yes,BHLAS
BHE-901,BHE,2,42.874,-78.942,2014-08-05 12:44:00,2014-10-30 22:00:00,VR2W,69,124298,,,Yes,BHLAS
BHE-902,BHE,2,42.867,-78.941,2014-08-05 13:02:00,2014-10-30 22:00:00,VR2W,69,124315,MAP-113,,Yes,BHLAS
BHE-903,BHE,2,42.859,-78.94,2014-08-05 13:20:00,2014-10-30 22:00:00,VR2W,69,124297,MAP-113,,Yes,BHLAS
BHE-904,BHE,2,42.851,-78.939,2014-08-05 13:34:00,2014-10-30 22:00:00,VR2W,69,124296,MAP-113,,Yes,BHLAS
BHE-905,BHE,2,42.845,-78.938,2014-08-05 13:54:00,2014-10-30 22:00:00,VR2W,69,124313,MAP-113,,Yes,BHLAS
BHE-906,BHE,2,42.841,-78.93,2014-08-05 14:18:00,2014-10-30 22:00:00,VR2W,69,124290,MAP-113,,Yes,BHLAS
BHE-907,BHE,2,42.839,-78.92,2014-08-05 14:30:00,2014-10-30 22:00:00,VR2W,69,124318,MAP-113,,Yes,BHLAS
BHE-908,BHE,2,42.837,-78.911,2014-08-05 14:48:00,2014-10-30 22:00:00,VR2W,69,124307,MAP-113,,Yes,BHLAS
BHE-909,BHE,2,42.835,-78.901,2014-08-05 15:03:00,2014-10-30 22:00:00,VR2W,69,124308,MAP-113,,Yes,BHLAS
BHE-911,BHE,2,42.832,-78.882,2014-08-05 15:43:00,2014-10-30 22:00:00,VR2W,69,124293,MAP-113,,Yes,BHLAS
BHE-912,BHE,2,42.839,-78.885,2014-08-05 16:00:00,2015-07-07 16:00:00,VR2W,69,124291,MAP-113,,Yes,BHLAS
BHE-913,BHE,2,42.841,-78.895,2014-08-05 16:12:00,2014-10-30 22:00:00,VR2W,69,124303,MAP-113,,Yes,BHLAS
BHE-918,BHE,2,42.84,-78.875,2014-08-06 12:44:00,2015-07-07 15:10:00,VR2W,69,124309,MAP-113,,Yes,BHLAS
BHE-920,BHE,2,42.853,-78.883,2014-08-06 13:11:00,2014-10-30 22:00:00,VR2W,69,124289,MAP-113,,Yes,BHLAS
BHE-922,BHE,2,42.851,-78.901,2014-08-06 13:44:00,2014-10-30 22:00:00,VR2W,69,124304,MAP-113,,Yes,BHLAS
BHE-924,BHE,2,42.864,-78.89,2014-08-06 14:14:00,2014-10-30 22:00:00,VR2W,69,124300,MAP-113,,Yes,BHLAS
BHE-925,BHE,2,42.866,-78.898,2014-08-06 14:35:00,2014-10-30 13:57:00,VR2W,69,124314,MAP-113,,Yes,BHLAS
BHE-926,BHE,2,42.872,-78.906,2014-08-06 14:50:00,2014-10-30 22:00:00,VR2W,69,124302,MAP-113,,Yes,BHLAS
BHE-927,BHE,2,42.874,-78.918,2014-08-06 15:06:00,2014-10-30 22:00:00,VR2W,69,124317,MAP-113,,Yes,BHLAS
BHE-928,BHE,2,42.882,-78.919,2014-08-06 15:43:00,2014-10-30 22:00:00,VR2W,69,124306,MAP-113,,Yes,BHLAS
BHE-929,BHE,2,42.882,-78.908,2014-08-06 16:00:00,2014-10-30 22:00:00,VR2W,69,124316,MAP-113,,Yes,BHLAS
BHE-930,BHE,2,42.878,-78.901,2014-08-06 16:23:00,2014-10-30 22:00:00,VR2W,69,124295,,,Yes,BHLAS
BHE-006,BHE,1,42.838,-78.872,2015-05-05 18:49:00,2015-07-08 14:27:00,VR2W,69,126683,MAP-113,,Yes,BHLAS
BHE-004,BHE,1,42.838,-78.896,2015-05-05 19:05:00,2015-07-08 14:11:00,VR2W,69,124308,MAP-113,,Yes,BHLAS
BHE-002,BHE,1,42.839,-78.921,2015-05-05 19:15:00,2015-07-08 13:38:00,VR2W,69,124290,MAP-113,,Yes,BHLAS
BHE-018,BHE,1,42.854,-78.884,2015-05-06 13:55:00,2015-07-08 15:41:00,VR2W,69,126691,MAP-113,,Yes,BHLAS
BHE-016,BHE,1,42.854,-78.908,2015-05-06 14:06:00,2015-07-08 16:02:00,VR2W,69,126677,MAP-113,,Yes,BHLAS
BHE-014,BHE,1,42.855,-78.933,2015-05-06 14:19:00,2015-09-15 16:24:00,VR2W,69,124303,MAP-113,,Yes,BHLAS
BHE-010,BHE,1,42.846,-78.902,2015-05-06 14:29:00,2015-07-08 15:19:00,VR2W,69,124300,MAP-113,,Yes,BHLAS
BHE-012,BHE,1,42.846,-78.878,2015-05-06 14:43:00,2015-07-08 14:55:00,VR2W,69,126686,MAP-113,,Yes,BHLAS
BHE-033,BHE,1,42.889,-78.911,2015-05-06 14:57:00,2015-07-09 14:17:00,VR2W,69,126679,MAP-113,,Yes,BHLAS
BHE-034,BHE,1,42.889,-78.918,2015-05-06 15:06:00,2015-07-08 19:25:00,VR2W,69,124317,MAP-113,,Yes,BHLAS
BHE-035,BHE,1,42.888,-78.903,2015-05-06 15:13:00,2015-07-09 13:43:00,VR2W,69,124304,MAP-113,,Yes,BHLAS
BHE-032,BHE,1,42.877,-78.901,2015-05-06 16:57:00,2015-07-09 14:27:00,VR2W,69,124307,MAP-113,,Yes,BHLAS
BHE-030,BHE,1,42.878,-78.926,2015-05-06 17:06:00,2015-07-09 14:45:00,VR2W,69,126687,MAP-113,,Yes,BHLAS
BHE-029,BHE,1,42.878,-78.938,2015-05-06 17:18:00,2015-07-09 15:00:00,VR2W,69,124296,MAP-113,,Yes,BHLAS
BHE-024,BHE,1,42.871,-78.944,2015-05-06 17:42:00,2015-07-10 12:46:00,VR2W,69,124318,MAP-113,,Yes,BHLAS
BHE-026,BHE,1,42.87,-78.92,2015-05-06 17:55:00,2015-07-09 18:48:00,VR2W,69,124295,MAP-113,,Yes,BHLAS
BHE-028,BHE,1,42.87,-78.895,2015-05-06 18:03:00,2015-07-09 16:31:00,VR2W,69,124298,MAP-113,,Yes,BHLAS
BHE-020,BHE,1,42.862,-78.926,2015-05-06 18:45:00,2015-07-10 13:06:00,VR2W,69,124306,MAP-113,,Yes,BHLAS
BHE-022,BHE,1,42.862,-78.902,2015-05-06 18:45:00,2015-07-10 13:25:00,VR2W,69,126689,MAP-113,,Yes,BHLAS
BHE-031,BHE,1,42.878,-78.913,2015-05-08 13:57:00,2015-07-16 19:06:00,VR2W,69,124302,MAP-113,,Yes,BHLAS
BHE-025,BHE,1,42.87,-78.932,2015-05-08 14:31:00,2015-07-16 15:44:00,VR2W,69,124313,MAP-113,,Yes,BHLAS
BHE-019,BHE,1,42.863,-78.938,2015-05-08 14:43:00,2015-07-23 12:36:00,VR2W,69,124289,MAP-113,,Yes,BHLAS
BHE-007,BHE,1,42.847,-78.939,2015-05-08 15:33:00,2015-11-12 00:00:00,VR2W,69,126678,MAP-113,,Yes,BHLAS
BHE-037,BHE,1,42.944,-78.911,2015-05-10 17:00:00,2015-12-09 17:15:00,VR2W,69,124293,,,Yes,BHLAS
BHE-027,BHE,1,42.87,-78.908,2015-05-11 19:43:00,2015-07-09 17:15:00,VR2W,69,126682,MAP-113,,Yes,BHLAS
BHE-017,BHE,1,42.854,-78.896,2015-05-11 20:17:00,2015-07-16 14:00:00,VR2W,69,126675,MAP-113,,Yes,BHLAS
BHE-003,BHE,1,42.839,-78.909,2015-05-14 14:29:00,2015-08-19 10:07:00,VR2W,69,126681,MAP-113,,Yes,BHLAS
BHE-005,BHE,1,42.838,-78.884,2015-05-14 14:54:00,2015-07-15 13:10:00,VR2W,69,126680,MAP-113,,Yes,BHLAS
BHE-011,BHE,1,42.846,-78.89,2015-05-14 15:12:00,2015-09-15 19:20:00,VR2W,69,124297,MAP-113,,Yes,BHLAS
BHE-009,BHE,1,42.847,-78.914,2015-05-14 15:30:00,2015-08-11 00:00:00,VR2W,69,126685,MAP-113,,Yes,BHLAS
BHE-008,BHE,1,42.847,-78.927,2015-05-14 15:49:00,2015-07-15 15:22:00,VR2W,69,124315,MAP-113,,Yes,BHLAS
BHE-015,BHE,1,42.854,-78.92,2015-05-14 16:09:00,2015-09-15 17:13:00,VR2W,69,126690,MAP-113,,Yes,BHLAS
BHE-023,BHE,1,42.862,-78.89,2015-05-14 19:12:00,2015-09-15 18:40:00,VR2W,69,126688,MAP-113,,Yes,BHLAS
BHE-021,BHE,1,42.862,-78.914,2015-05-14 19:33:00,2015-09-15 17:58:00,VR2W,69,124316,MAP-113,,Yes,BHLAS
BHE-013,BHE,1,42.855,-78.945,2015-05-14 19:58:00,2015-07-10 13:53:00,VR2W,69,126676,MAP-113,,Yes,BHLAS
BHE-002,BHE,2,42.839,-78.921,2015-07-08 13:38:00,2015-09-22 12:55:00,VR2W,69,124290,MAP-113,,Yes,BHLAS
BHE-004,BHE,2,42.838,-78.896,2015-07-08 14:21:00,2015-09-16 13:41:00,VR2W,69,124308,MAP-113,,Yes,BHLAS
BHE-006,BHE,2,42.838,-78.872,2015-07-08 14:45:00,2015-09-16 14:57:00,VR2W,69,126683,MAP-113,,Yes,BHLAS
BHE-012,BHE,2,42.846,-78.878,2015-07-08 15:08:00,2015-09-16 15:04:00,VR2W,69,126686,MAP-113,,Yes,BHLAS
BHE-010,BHE,2,42.846,-78.902,2015-07-08 15:27:00,2015-09-22 13:04:00,VR2W,69,124300,MAP-113,,Yes,BHLAS
BHE-018,BHE,2,42.854,-78.884,2015-07-08 15:50:00,2015-09-16 15:13:00,VR2W,69,126691,MAP-113,,Yes,BHLAS
BHE-016,BHE,2,42.854,-78.908,2015-07-08 16:13:00,2015-09-22 13:10:00,VR2W,69,126677,MAP-113,,Yes,BHLAS
BHE-034,BHE,2,42.889,-78.918,2015-07-08 19:33:00,2015-09-22 14:23:00,VR2W,69,124317,MAP-113,,Yes,BHLAS
BHE-035,BHE,2,42.888,-78.903,2015-07-09 13:58:00,2015-09-17 12:15:00,VR2W,69,124304,MAP-113,,Yes,BHLAS
BHE-033,BHE,2,42.888,-78.911,2015-07-09 14:17:00,2015-09-22 14:10:00,VR2W,69,126679,MAP-113,,Yes,BHLAS
BHE-032,BHE,2,42.878,-78.901,2015-07-09 14:34:00,2015-09-17 11:54:00,VR2W,69,124307,MAP-113,,Yes,BHLAS
BHE-030,BHE,2,42.878,-78.926,2015-07-09 14:55:00,2015-09-17 13:55:00,VR2W,69,126687,MAP-113,,Yes,BHLAS
BHE-029,BHE,2,42.878,-78.938,2015-07-09 15:10:00,2015-09-17 11:23:00,VR2W,69,124296,MAP-113,,Yes,BHLAS
BHE-028,BHE,2,42.87,-78.895,2015-07-09 16:48:00,2015-09-18 13:30:00,VR2W,69,124298,MAP-113,,Yes,BHLAS
BHE-027,BHE,2,42.87,-78.908,2015-07-09 18:40:00,2015-09-22 15:06:00,VR2W,69,126682,MAP-113,,Yes,BHLAS
BHE-026,BHE,2,42.87,-78.92,2015-07-09 18:59:00,2015-09-17 14:09:00,VR2W,69,124295,MAP-113,,Yes,BHLAS
BHE-024,BHE,2,42.871,-78.944,2015-07-10 12:54:00,2015-09-17 12:05:00,VR2W,69,124318,MAP-113,,Yes,BHLAS
BHE-020,BHE,2,42.862,-78.926,2015-07-10 13:16:00,2015-07-23 15:10:00,VR2W,69,124306,MAP-113,,Yes,BHLAS
BHE-022,BHE,2,42.862,-78.902,2015-07-10 13:35:00,2015-09-22 14:38:00,VR2W,69,126689,MAP-113,,Yes,BHLAS
BHE-013,BHE,2,42.855,-78.945,2015-07-10 14:19:00,2015-09-18 14:23:00,VR2W,69,126676,MAP-113,,Yes,BHLAS
BHE-014,BHE,2,42.855,-78.933,2015-07-10 15:29:00,2016-07-26 15:14:00,VR2W,69,124291,MAP-113,,Yes,BHLAS
BHE-008,BHE,2,42.847,-78.927,2015-07-15 16:04:00,2015-09-16 13:35:00,VR2W,69,124315,MAP-113,,Yes,BHLAS
BHE-025,BHE,2,42.87,-78.932,2015-07-16 16:26:00,2015-09-17 12:15:00,VR2W,69,124313,MAP-113,,Yes,BHLAS
BHE-005,BHE,2,42.838,-78.884,2015-07-16 18:09:00,2015-09-16 13:55:00,VR2W,69,126680,MAP-113,,Yes,BHLAS
BHE-031,BHE,2,42.878,-78.913,2015-07-16 19:36:00,2015-09-17 12:40:00,VR2W,69,124302,MAP-113,,Yes,BHLAS
BHE-020,BHE,3,42.862,-78.926,2015-07-23 15:36:00,2015-09-22 13:34:00,VR2W,69,124306,MAP-113,,Yes,BHLAS
BHE-009,BHE,2,42.847,-78.915,2015-08-18 13:30:00,2015-09-16 13:08:00,VR2W,69,126685,MAP-113,,Yes,BHLAS
BHE-001,BHE,2,42.839,-78.933,2016-03-22 14:39:00,2016-07-26 14:52:00,VR2W,69,126691,MAP-113,,Yes,BHLAS
BHE-002,BHE,3,42.839,-78.921,2016-03-22 14:56:00,2016-10-11 17:42:00,VR2W,69,127878,MAP-113,,Yes,BHLAS
BHE-003,BHE,2,42.839,-78.909,2016-03-22 15:31:00,2016-11-22 00:00:00,VR2W,69,126690,MAP-113,,Yes,BHLAS
BHE-004,BHE,3,42.838,-78.896,2016-03-22 16:52:00,2016-10-11 18:51:00,VR2W,69,124304,MAP-113,,Yes,BHLAS
BHE-005,BHE,3,42.838,-78.884,2016-03-22 17:02:00,2016-07-26 14:11:00,VR2W,69,127875,MAP-113,,Yes,BHLAS
BHE-006,BHE,3,42.838,-78.872,2016-03-22 17:11:00,2016-10-11 19:39:00,VR2W,69,127876,MAP-113,,Yes,BHLAS
BHE-007,BHE,2,42.847,-78.939,2016-03-22 17:50:00,2016-10-14 15:04:00,VR2W,69,126683,MAP-113,,Yes,BHLAS
BHE-008,BHE,3,42.847,-78.927,2016-03-22 18:05:00,2016-10-14 14:45:00,VR2W,69,124290,MAP-113,,Yes,BHLAS
BHE-009,BHE,3,42.847,-78.915,2016-03-24 14:31:00,2016-10-14 14:26:00,VR2W,69,127874,MAP-113,,Yes,BHLAS
BHE-011,BHE,2,42.846,-78.89,2016-03-24 15:10:00,2016-10-11 20:50:00,VR2W,69,127882,MAP-113,,Yes,BHLAS
BHE-012,BHE,3,42.846,-78.878,2016-03-24 15:18:00,2016-10-19 14:53:00,VR2W,69,127879,MAP-113,,Yes,BHLAS
BHE-013,BHE,3,42.855,-78.945,2016-03-24 16:03:00,2016-08-23 14:29:00,VR2W,69,128099,MAP-113,,Yes,BHLAS
BHE-014,BHE,3,42.855,-78.933,2016-03-24 16:13:00,2016-07-26 16:33:00,VR2W,69,128101,MAP-113,,Yes,BHLAS
BHE-015,BHE,2,42.855,-78.92,2016-03-24 16:23:00,2016-10-19 13:10:00,VR2W,69,124315,MAP-113,,Yes,BHLAS
BHE-017,BHE,3,42.854,-78.896,2016-03-24 18:18:00,2016-10-19 14:21:00,VR2W,69,124297,MAP-113,,Yes,BHLAS
BHE-018,BHE,3,42.854,-78.884,2016-03-24 18:25:00,2016-08-17 00:00:00,VR2W,69,127866,MAP-113,,Yes,BHLAS
BHE-019,BHE,3,42.863,-78.938,2016-03-24 18:45:00,2016-06-05 00:00:00,VR2W,69,126688,MAP-113,,Yes,BHLAS
BHE-020,BHE,4,42.862,-78.926,2016-03-24 18:51:00,2016-10-19 12:54:00,VR2W,69,128102,MAP-113,,Yes,BHLAS
BHE-022,BHE,3,42.862,-78.902,2016-03-24 19:06:00,2016-10-19 14:15:00,VR2W,69,127877,MAP-113,,Yes,BHLAS
BHE-035,BHE,3,42.888,-78.903,2016-03-30 13:14:00,2016-10-14 12:19:00,VR2W,69,127867,MAP-113,,Yes,BHLAS
BHE-034,BHE,3,42.889,-78.918,2016-03-30 13:28:00,2016-05-19 00:00:00,VR2W,69,124313,MAP-113,,Yes,BHLAS
BHE-033,BHE,3,42.889,-78.911,2016-03-30 13:42:00,2016-10-14 12:29:00,VR2W,69,127868,MAP-113,,Yes,BHLAS
BHE-029,BHE,3,42.878,-78.938,2016-03-30 13:57:00,2016-04-19 16:50:00,VR2W,69,127873,MAP-113,,Yes,BHLAS
BHE-030,BHE,3,42.878,-78.926,2016-03-30 14:07:00,2016-10-19 13:56:00,VR2W,69,127872,MAP-113,,Yes,BHLAS
BHE-031,BHE,3,42.878,-78.913,2016-03-30 14:19:00,2016-07-26 00:00:00,VR2W,69,124308,MAP-113,,Yes,BHLAS
BHE-032,BHE,3,42.878,-78.901,2016-03-30 14:30:00,2016-10-12 12:23:00,VR2W,69,128878,MAP-113,,Yes,BHLAS
BHE-024,BHE,3,42.87,-78.944,2016-03-30 15:30:00,2016-10-19 12:19:00,VR2W,69,124295,MAP-113,,Yes,BHLAS
BHE-025,BHE,3,42.87,-78.932,2016-03-30 15:42:00,2016-10-19 12:44:00,VR2W,69,124298,MAP-113,,Yes,BHLAS
BHE-026,BHE,3,42.87,-78.92,2016-03-30 15:49:00,2016-10-19 13:46:00,VR2W,69,124303,MAP-113,,Yes,BHLAS
BHE-027,BHE,3,42.87,-78.908,2016-03-30 15:56:00,2016-10-19 14:06:00,VR2W,69,126687,MAP-113,,Yes,BHLAS
BHE-037,BHE,1,42.938,-78.914,2016-03-30 17:51:00,2016-07-13 14:00:00,VR2W,69,128877,MAP-113,,Yes,BHLAS
BHE-041,BHE,1,42.958,-78.964,2016-03-30 18:08:00,2016-07-13 14:31:00,VR2W,69,127880,MAP-113,,Yes,BHLAS
BHE-046,BHE,1,42.985,-79.013,2016-03-30 18:24:00,2016-09-27 13:15:00,VR2W,69,128098,MAP-113,,Yes,BHLAS
BHE-044,BHE,1,42.981,-79.018,2016-03-30 18:34:00,2016-07-12 15:30:00,VR2W,69,126685,MAP-113,,Yes,BHLAS
BHE-056,BHE,1,43.052,-79.002,2016-04-05 16:46:00,2016-09-27 15:00:00,VR2W,69,126689,MAP-113,,Yes,BHLAS
BHE-055,BHE,1,43.058,-79.024,2016-04-05 17:10:00,2016-07-13 15:21:00,VR2W,69,128876,MAP-113,,Yes,BHLAS
BHE-060,BHE,1,43.069,-79.005,2016-04-05 17:24:00,2016-09-27 15:43:00,VR2W,69,124302,MAP-113,,Yes,BHLAS
BHE-061,BHE,1,43.071,-79.005,2016-04-05 17:47:00,2016-07-13 16:45:00,VR2W,69,124316,MAP-113,,Yes,BHLAS
BHE-062,BHE,1,43.073,-79.006,2016-04-05 17:54:00,2016-04-11 00:00:00,VR2W,69,126676,MAP-113,,Yes,BHLAS
BHE-057,BHE,1,43.065,-78.955,2016-04-05 18:10:00,2016-04-14 00:00:00,VR2W,69,127881,MAP-113,,Yes,BHLAS
BHE-059,BHE,1,43.069,-78.955,2016-04-05 18:17:00,2016-07-12 18:54:00,VR2W,69,124314,MAP-113,,Yes,BHLAS
BHE-042,BHE,1,42.976,-78.944,2016-04-06 15:35:00,2016-09-28 13:40:00,VR2W,69,128100,MAP-113,,Yes,BHLAS
BHE-048,BHE,1,43.011,-78.911,2016-04-06 16:17:00,2016-09-28 13:07:00,VR2T,69,480434,MAP-113,,Yes,BHLAS
BHE-053,BHE,1,43.047,-78.9,2016-04-06 16:54:00,2016-09-28 16:35:00,VR2T,69,480433,MAP-113,,Yes,BHLAS
BHE-052,BHE,1,43.046,-78.901,2016-04-06 17:13:00,2016-07-12 17:55:00,VR2W,69,127870,MAP-113,,Yes,BHLAS
BHE-054,BHE,1,43.049,-78.898,2016-04-06 17:25:00,2016-09-27 18:00:00,VR2W,69,124318,MAP-113,,Yes,BHLAS
BHE-058,BHE,1,43.067,-78.955,2016-04-06 17:47:00,2016-09-28 15:54:00,VR2W,69,126681,MAP-113,,Yes,BHLAS
BHE-050,BHE,1,43.026,-79.019,2016-04-13 14:09:00,2016-09-28 15:00:00,VR2W,69,124306,MAP-113,,Yes,BHLAS
BHE-049,BHE,1,43.027,-79.021,2016-04-13 14:23:00,2016-07-13 15:27:00,VR2W,69,124307,MAP-113,,Yes,BHLAS
BHE-051,BHE,1,43.025,-79.017,2016-04-13 14:35:00,2016-09-27 14:13:00,VR2W,69,126677,MAP-113,,Yes,BHLAS
BHE-040,BHE,1,42.956,-78.966,2016-04-13 15:22:00,2016-09-28 14:13:00,VR2W,69,124317,MAP-113,,Yes,BHLAS
BHE-039,BHE,1,42.955,-78.969,2016-04-13 15:41:00,2016-09-28 14:17:00,VR2W,69,126678,MAP-113,,Yes,BHLAS
BHE-036,BHE,1,42.937,-78.916,2016-04-13 15:56:00,2016-04-20 00:00:00,VR2W,69,127865,MAP-113,,Yes,BHLAS
