deployment_id,time,latitude,longitude,receiver_model,receiver_reference_id,array_name,project_reference,recovery_datetime_utc
,UTC,degrees_north,degrees_east,,,,,UTC
ECH-001-VR2W-109488-2,2012-04-16T13:40:00Z,46.51533,-84.02338,VR2W,SMRSL_ECH-001,SMRSL,SMRSL,
ECH-002-VR2W-109466-1,2010-04-26T17:40:00Z,46.519894,-84.020225,VR2W,SMRSL_ECH-002,SMRSL,SMRSL,2010-08-02T20:20:00Z
ECH-002-VR2W-113220-2,2012-04-16T13:10:00Z,46.52031,-84.01992,VR2W,SMRSL_ECH-002,SMRSL,SMRSL,
EDS-001-VR2W-109413-1,2010-04-16T13:47:00Z,46.49862018,-84.33338564,VR2W,SMRSL_EDS-001,SMRSL,SMRSL,2010-07-31T16:25:00Z
EDS-001-VR2W-109960-2,2011-05-02T15:43:00Z,46.4985915,-84.3334385,VR2W,SMRSL_EDS-001,SMRSL,SMRSL,2011-08-06T12:03:00Z
EDS-001-VR2W-110011-3,2012-04-15T15:56:00Z,46.49855,-84.33348,VR2W,SMRSL_EDS-001,SMRSL,SMRSL,
EDS-002-VR2W-109463-1,2010-04-16T13:31:00Z,46.49885451,-84.3339033,VR2W,SMRSL_EDS-002,SMRSL,SMRSL,2010-06-24T15:12:00Z
EDS-002-VR2W-109463-2,2010-06-24T15:25:00Z,46.49887131,-84.3338771,VR2W,SMRSL_EDS-002,SMRSL,SMRSL,2010-07-31T17:04:00Z
EDS-002-VR2W-109880-4,2012-04-15T16:10:00Z,46.49876,-84.33392,VR2W,SMRSL_EDS-002,SMRSL,SMRSL,
EDS-002-VR2W-109975-3,2011-05-02T16:02:00Z,46.49879461,-84.33389513,VR2W,SMRSL_EDS-002,SMRSL,SMRSL,2011-08-04T16:35:00Z
EDS-003-VR2W-109414-1,2010-04-16T13:20:00Z,46.49858162,-84.33414269,VR2W,SMRSL_EDS-003,SMRSL,SMRSL,2010-07-31T16:55:00Z
EDS-003-VR2W-109923-3,2012-04-15T16:16:00Z,46.49853,-84.33418,VR2W,SMRSL_EDS-003,SMRSL,SMRSL,
EDS-003-VR2W-113233-2,2011-05-02T15:19:00Z,46.49855719,-84.33416271,VR2W,SMRSL_EDS-003,SMRSL,SMRSL,2011-08-04T16:41:00Z
EDS-004-VR2W-109491-2,2012-04-15T16:29:00Z,46.49829,-84.33358,VR2W,SMRSL_EDS-004,SMRSL,SMRSL,
EDS-004-VR2W-109902-1,2011-05-02T15:51:00Z,46.49831816,-84.333598,VR2W,SMRSL_EDS-004,SMRSL,SMRSL,2011-08-04T17:01:00Z
EDS-005-VR2W-109430-1,2012-04-15T16:45:00Z,46.49859,-84.33385,VR2W,SMRSL_EDS-005,SMRSL,SMRSL,
FRC-001-VR2W-113218-1,2012-04-12T19:20:00Z,46.45708,-84.28041,VR2W,SMRSL_FRC-001,SMRSL,SMRSL,
FRC-002-VR2W-109905-1,2012-04-12T19:11:00Z,46.46008,-84.27918,VR2W,SMRSL_FRC-002,SMRSL,SMRSL,
GRD-001-VR2W-109442-1,2010-04-17T18:10:00Z,46.52906132,-84.15081436,VR2W,SMRSL_GRD-001,SMRSL,SMRSL,2010-04-27T20:03:00Z
GRD-001-VR2W-109442-2,2010-04-27T20:20:00Z,46.52904492,-84.15078906,VR2W,SMRSL_GRD-001,SMRSL,SMRSL,2010-05-13T19:31:00Z
GRD-001-VR2W-109442-3,2010-05-13T20:09:00Z,46.52886115,-84.15103855,VR2W,SMRSL_GRD-001,SMRSL,SMRSL,2010-06-21T19:55:00Z
GRD-001-VR2W-109442-4,2010-06-21T20:10:00Z,46.52889964,-84.15104585,VR2W,SMRSL_GRD-001,SMRSL,SMRSL,2010-07-30T14:44:00Z
GRD-001-VR2W-109487-6,2012-04-13T13:21:00Z,46.529,-84.15082,VR2W,SMRSL_GRD-001,SMRSL,SMRSL,
GRD-001-VR2W-109997-5,2011-04-25T23:34:00Z,46.52908702,-84.15070626,VR2W,SMRSL_GRD-001,SMRSL,SMRSL,
GRD-002-VR2W-109417-1,2010-04-17T17:57:00Z,46.52965019,-84.15154089,VR2W,SMRSL_GRD-002,SMRSL,SMRSL,2010-04-26T23:00:00Z
GRD-002-VR2W-109417-2,2010-04-26T23:21:00Z,46.52966589,-84.15153659,VR2W,SMRSL_GRD-002,SMRSL,SMRSL,2010-05-13T20:25:00Z
GRD-002-VR2W-109417-3,2010-05-13T20:55:00Z,46.52973567,-84.15165265,VR2W,SMRSL_GRD-002,SMRSL,SMRSL,2010-05-26T22:57:00Z
GRD-002-VR2W-109417-4,2010-05-26T23:19:00Z,46.5299102,-84.15147266,VR2W,SMRSL_GRD-002,SMRSL,SMRSL,2010-06-21T19:19:00Z
GRD-002-VR2W-109417-5,2010-06-21T19:45:00Z,46.52978917,-84.15145283,VR2W,SMRSL_GRD-002,SMRSL,SMRSL,2010-07-30T15:11:00Z
GRD-002-VR2W-109922-7,2012-04-13T13:51:00Z,46.52972,-84.1516,VR2W,SMRSL_GRD-002,SMRSL,SMRSL,
GRD-002-VR2W-109922-8,2012-05-02T18:55:00Z,46.52976,-84.1516,VR2W,SMRSL_GRD-002,SMRSL,SMRSL,
GRD-002-VR2W-109953-6,2011-04-25T23:40:00Z,46.52977589,-84.15158915,VR2W,SMRSL_GRD-002,SMRSL,SMRSL,2011-08-03T16:20:00Z
GRD-003-VR2W-106328-1,2010-05-13T22:14:00Z,46.52843571,-84.15197074,VR2W,SMRSL_GRD-003,SMRSL,SMRSL,2010-06-21T21:18:00Z
GRD-003-VR2W-106328-2,2010-06-21T21:27:00Z,46.5284133,-84.15188724,VR2W,SMRSL_GRD-003,SMRSL,SMRSL,2010-07-30T16:25:00Z
GRD-003-VR2W-109892-4,2012-04-13T13:56:00Z,46.52865,-84.15154,VR2W,SMRSL_GRD-003,SMRSL,SMRSL,
GRD-003-VR2W-113219-3,2011-04-25T23:51:00Z,46.5286503,-84.15152858,VR2W,SMRSL_GRD-003,SMRSL,SMRSL,2011-08-07T16:32:00Z
GRD-004-VR2W-109466-4,2012-04-13T14:07:00Z,46.52926,-84.15241,VR2W,SMRSL_GRD-004,SMRSL,SMRSL,
GRD-004-VR2W-109469-1,2010-05-13T21:14:00Z,46.52938577,-84.15235811,VR2W,SMRSL_GRD-004,SMRSL,SMRSL,2010-06-21T18:51:00Z
GRD-004-VR2W-109469-2,2010-06-21T19:03:00Z,46.52934702,-84.15238668,VR2W,SMRSL_GRD-004,SMRSL,SMRSL,2010-07-30T15:28:00Z
GRD-004-VR2W-113225-3,2011-04-25T23:46:00Z,46.529359,-84.15207866,VR2W,SMRSL_GRD-004,SMRSL,SMRSL,2011-08-07T17:17:00Z
GRD-005-VR2W-109412-1,2010-04-17T18:31:00Z,46.5280917,-84.15259016,VR2W,SMRSL_GRD-005,SMRSL,SMRSL,2010-05-13T21:24:00Z
GRD-005-VR2W-109412-2,2010-05-13T21:35:00Z,46.52805433,-84.15259036,VR2W,SMRSL_GRD-005,SMRSL,SMRSL,2010-06-21T20:20:00Z
GRD-005-VR2W-109412-3,2010-06-21T20:49:00Z,46.52805393,-84.15260191,VR2W,SMRSL_GRD-005,SMRSL,SMRSL,2010-07-30T16:09:00Z
GRD-005-VR2W-109441-5,2012-04-13T14:30:00Z,46.52824,-84.1524,VR2W,SMRSL_GRD-005,SMRSL,SMRSL,
GRD-005-VR2W-113229-4,2011-04-25T23:57:00Z,46.52819431,-84.15256172,VR2W,SMRSL_GRD-005,SMRSL,SMRSL,2011-08-07T18:30:00Z
GRD-006-VR2W-109462-1,2010-04-17T17:11:00Z,46.52884157,-84.15321754,VR2W,SMRSL_GRD-006,SMRSL,SMRSL,2010-05-13T21:54:00Z
GRD-006-VR2W-109462-2,2010-05-13T22:07:00Z,46.52890403,-84.1531111,VR2W,SMRSL_GRD-006,SMRSL,SMRSL,2010-06-21T18:15:00Z
GRD-006-VR2W-109462-3,2010-06-21T18:38:00Z,46.52896788,-84.15293599,VR2W,SMRSL_GRD-006,SMRSL,SMRSL,2010-07-30T15:54:00Z
GRD-006-VR2W-109934-5,2012-04-13T14:48:00Z,46.52886,-84.15323,VR2W,SMRSL_GRD-006,SMRSL,SMRSL,
GRD-006-VR2W-113220-4,2011-04-26T00:02:00Z,46.5288543,-84.15326585,VR2W,SMRSL_GRD-006,SMRSL,SMRSL,2011-08-07T18:03:00Z
GRD-007-VR2W-114481-1,2012-04-13T15:00:00Z,46.52779,-84.15366,VR2W,SMRSL_GRD-007,SMRSL,SMRSL,
GRD-007-VR2W-114481-2,2012-05-02T18:05:00Z,46.52782,-84.15371,VR2W,SMRSL_GRD-007,SMRSL,SMRSL,
GRD-008-VR2W-109911-1,2012-04-13T15:16:00Z,46.52847,-84.15421,VR2W,SMRSL_GRD-008,SMRSL,SMRSL,
GRD-010-VR2W-109913-1,2011-05-18T21:15:00Z,46.5332133,-84.15923269,VR2W,SMRSL_GRD-010,SMRSL,SMRSL,2011-08-09T13:24:00Z
GRD-010-VR2W-109930-2,2012-04-16T13:56:00Z,46.53332,-84.15932,VR2W,SMRSL_GRD-010,SMRSL,SMRSL,
GRD-011-VR2W-109927-2,2012-04-16T14:08:00Z,46.53402,-84.15311,VR2W,SMRSL_GRD-011,SMRSL,SMRSL,
GRD-011-VR2W-109981-1,2011-05-18T21:29:00Z,46.53402059,-84.15311136,VR2W,SMRSL_GRD-011,SMRSL,SMRSL,2011-08-09T13:09:00Z
HPT-001-VR2W-109472-1,2012-04-18T13:28:00Z,46.46451,-84.14744,VR2W,SMRSL_HPT-001,SMRSL,SMRSL,
HPT-001-VR2W-109472-2,2012-05-04T14:22:00Z,46.46455,-84.14741,VR2W,SMRSL_HPT-001,SMRSL,SMRSL,
HPT-002-VR2W-109489-1,2012-04-18T13:40:00Z,46.46356,-84.14375,VR2W,SMRSL_HPT-002,SMRSL,SMRSL,
HPT-003-VR2W-109516-1,2012-04-18T13:59:00Z,46.4628,-84.1402,VR2W,SMRSL_HPT-003,SMRSL,SMRSL,
HPT-004-VR2W-109126-1,2012-04-18T14:18:00Z,46.46121,-84.13257,VR2W,SMRSL_HPT-004,SMRSL,SMRSL,
HPT-005-VR2W-109899-1,2012-04-18T14:39:00Z,46.45972,-84.12513,VR2W,SMRSL_HPT-005,SMRSL,SMRSL,
HPT-006-VR2W-109432-1,2012-04-18T14:58:00Z,46.45801,-84.1175,VR2W,SMRSL_HPT-006,SMRSL,SMRSL,
HPT-007-VR2W-109514-2,2012-05-04T13:42:00Z,46.45689,-84.11441,VR2W,SMRSL_HPT-007,SMRSL,SMRSL,
HPT-008-VR2W-109957-1,2012-04-18T15:47:00Z,46.45622,-84.10904,VR2W,SMRSL_HPT-008,SMRSL,SMRSL,
HPT-009-VR2W-109933-1,2012-04-18T13:23:00Z,46.46587,-84.14478,VR2W,SMRSL_HPT-009,SMRSL,SMRSL,
HPT-010-VR2W-109953-1,2012-04-18T13:51:00Z,46.46499,-84.14109,VR2W,SMRSL_HPT-010,SMRSL,SMRSL,
HPT-011-VR2W-109947-1,2012-04-18T14:12:00Z,46.4637,-84.13541,VR2W,SMRSL_HPT-011,SMRSL,SMRSL,
HPT-012-VR2W-113226-1,2012-04-18T14:33:00Z,46.46203,-84.12817,VR2W,SMRSL_HPT-012,SMRSL,SMRSL,
HPT-013-VR2W-109417-1,2012-04-18T14:52:00Z,46.46055,-84.12044,VR2W,SMRSL_HPT-013,SMRSL,SMRSL,
HPT-014-VR2W-109452-1,2012-04-18T15:08:00Z,46.45926,-84.11492,VR2W,SMRSL_HPT-014,SMRSL,SMRSL,
HPT-015-VR2W-109490-1,2012-04-18T15:40:00Z,46.45833,-84.11055,VR2W,SMRSL_HPT-015,SMRSL,SMRSL,
IS1-001-VR2W-109458-1,2010-04-16T18:37:00Z,46.47707736,-84.29527134,VR2W,SMRSL_IS1-001,SMRSL,SMRSL,2010-06-03T19:15:00Z
IS1-001-VR2W-109458-2,2010-06-03T19:53:00Z,46.47710374,-84.29525766,VR2W,SMRSL_IS1-001,SMRSL,SMRSL,2010-07-31T12:53:00Z
IS1-002-VR2W-109415-1,2010-04-16T19:18:00Z,46.4779757,-84.29277144,VR2W,SMRSL_IS1-002,SMRSL,SMRSL,2010-07-31T13:25:00Z
IS1-002-VR2W-109897-3,2012-04-12T18:41:00Z,46.478,-84.29275,VR2W,SMRSL_IS1-002,SMRSL,SMRSL,
IS1-002-VR2W-113218-2,2011-04-27T15:15:00Z,46.47802546,-84.2927438,VR2W,SMRSL_IS1-002,SMRSL,SMRSL,2011-08-03T12:20:00Z
IS1-003-VR2W-109456-1,2010-04-16T18:12:00Z,46.4811481,-84.29803068,VR2W,SMRSL_IS1-003,SMRSL,SMRSL,2010-07-31T12:34:00Z
IS1-004-VR2W-109407-1,2010-04-16T17:33:00Z,46.4831756,-84.29961337,VR2W,SMRSL_IS1-004,SMRSL,SMRSL,2010-06-24T18:44:00Z
IS1-004-VR2W-109407-2,2010-06-24T18:55:00Z,46.48315549,-84.29958131,VR2W,SMRSL_IS1-004,SMRSL,SMRSL,2010-07-31T11:58:00Z
IS1-004-VR2W-109424-4,2012-04-12T17:54:00Z,46.48138,-84.29831,VR2W,SMRSL_IS1-004,SMRSL,SMRSL,
IS1-004-VR2W-109996-3,2011-04-27T15:05:00Z,46.48142755,-84.29831065,VR2W,SMRSL_IS1-004,SMRSL,SMRSL,2011-08-03T12:10:00Z
IS3-001-VR2W-109470-1,2010-04-20T18:03:00Z,46.4743787,-84.29869412,VR2W,SMRSL_IS3-001,SMRSL,SMRSL,2010-07-31T14:08:00Z
LGD-001-VR2W-113212-1,2012-04-13T17:26:00Z,46.40716,-84.14782,VR2W,SMRSL_LGD-001,SMRSL,SMRSL,
LGD-002-VR2W-109456-1,2012-04-13T17:32:00Z,46.4148,-84.15129,VR2W,SMRSL_LGD-002,SMRSL,SMRSL,
LMN-001-VR2W-109467-1,2010-04-26T15:20:00Z,46.228717,-84.289292,VR2W,SMRSL_LMN-001,SMRSL,SMRSL,2010-08-02T16:50:00Z
LRC-001-VR2W-109436-1,2010-04-18T16:25:00Z,46.26306324,-84.18977202,VR2W,SMRSL_LRC-001,SMRSL,SMRSL,2010-04-27T15:32:00Z
LRC-001-VR2W-109436-2,2010-04-27T15:44:00Z,46.2631679,-84.18963322,VR2W,SMRSL_LRC-001,SMRSL,SMRSL,2010-07-28T14:57:00Z
LRC-001-VR2W-109507-4,2012-04-17T16:44:00Z,46.26303,-84.18954,VR2W,SMRSL_LRC-001,SMRSL,SMRSL,
LRC-001-VR2W-113214-3,2011-04-25T18:52:00Z,46.26304487,-84.18952898,VR2W,SMRSL_LRC-001,SMRSL,SMRSL,2011-08-05T13:41:00Z
LRC-002-VR2W-109428-1,2010-04-18T16:49:00Z,46.26398538,-84.1881411,VR2W,SMRSL_LRC-002,SMRSL,SMRSL,2010-07-28T17:06:00Z
LRC-002-VR2W-109504-3,2012-04-17T17:16:00Z,46.26362,-84.1876,VR2W,SMRSL_LRC-002,SMRSL,SMRSL,
LRC-002-VR2W-109946-2,2011-04-25T19:21:00Z,46.2636203,-84.18757992,VR2W,SMRSL_LRC-002,SMRSL,SMRSL,2011-11-08T18:30:00Z
LRC-003-VR2W-109439-4,2012-04-17T17:22:00Z,46.26512,-84.1866,VR2W,SMRSL_LRC-003,SMRSL,SMRSL,
LRC-003-VR2W-109455-1,2010-04-18T21:18:00Z,46.26536736,-84.186845,VR2W,SMRSL_LRC-003,SMRSL,SMRSL,2010-06-22T19:39:00Z
LRC-003-VR2W-109455-2,2010-06-22T19:58:00Z,46.26540351,-84.18688691,VR2W,SMRSL_LRC-003,SMRSL,SMRSL,2010-07-28T13:35:00Z
LRC-003-VR2W-113222-3,2011-04-25T19:55:00Z,46.26509836,-84.18657699,VR2W,SMRSL_LRC-003,SMRSL,SMRSL,2011-08-05T14:11:00Z
LRC-004-VR2W-106785-1,2010-05-20T12:58:00Z,46.26441763,-84.18865126,VR2W,SMRSL_LRC-004,SMRSL,SMRSL,2010-07-28T16:36:00Z
LRC-004-VR2W-109993-3,2012-04-17T16:52:00Z,46.26412,-84.18842,VR2W,SMRSL_LRC-004,SMRSL,SMRSL,
LRC-004-VR2W-109999-2,2011-04-25T19:41:00Z,46.26420334,-84.18840276,VR2W,SMRSL_LRC-004,SMRSL,SMRSL,2011-08-05T15:21:00Z
LRC-005-VR2W-109503-3,2012-04-17T16:32:00Z,46.26358,-84.18996,VR2W,SMRSL_LRC-005,SMRSL,SMRSL,
LRC-005-VR2W-109931-1,2010-05-20T12:47:00Z,46.26385199,-84.18993131,VR2W,SMRSL_LRC-005,SMRSL,SMRSL,2010-07-28T13:56:00Z
LRC-005-VR2W-109991-2,2011-04-25T19:03:00Z,46.26353746,-84.18997396,VR2W,SMRSL_LRC-005,SMRSL,SMRSL,2011-08-05T13:04:00Z
LRC-006-VR2W-109465-1,2010-04-18T16:37:00Z,46.264744,-84.18894,VR2W,SMRSL_LRC-006,SMRSL,SMRSL,2010-04-27T14:36:00Z
LRC-006-VR2W-109465-2,2010-04-27T15:05:00Z,46.26481749,-84.18900098,VR2W,SMRSL_LRC-006,SMRSL,SMRSL,2010-07-28T15:54:00Z
LRC-006-VR2W-109477-4,2012-04-17T16:11:00Z,46.26464,-84.18872,VR2W,SMRSL_LRC-006,SMRSL,SMRSL,
LRC-006-VR2W-109947-3,2011-04-25T19:49:00Z,46.2647642,-84.18880062,VR2W,SMRSL_LRC-006,SMRSL,SMRSL,2011-08-05T15:08:00Z
LRC-007-VR2W-109426-1,2010-04-18T16:15:00Z,46.264282,-84.190377,VR2W,SMRSL_LRC-007,SMRSL,SMRSL,2010-08-04T18:27:00Z
LRC-007-VR2W-109941-3,2012-04-17T16:25:00Z,46.26413,-84.1904,VR2W,SMRSL_LRC-007,SMRSL,SMRSL,
LRC-007-VR2W-113209-2,2011-04-25T19:13:00Z,46.26415221,-84.19048132,VR2W,SMRSL_LRC-007,SMRSL,SMRSL,2011-08-05T12:52:00Z
LRP-001-VR2W-109122-1,2010-04-16T19:40:00Z,46.4787081,-84.28730112,VR2W,SMRSL_LRP-001,SMRSL,SMRSL,2010-07-31T15:16:00Z
LRP-001-VR2W-109461-3,2012-04-12T18:56:00Z,46.48007,-84.28788,VR2W,SMRSL_LRP-001,SMRSL,SMRSL,
LRP-001-VR2W-109886-2,2011-04-27T15:39:00Z,46.48011223,-84.28779467,VR2W,SMRSL_LRP-001,SMRSL,SMRSL,2011-08-03T12:36:00Z
LSR_001-VR2W-112394-2017_08_08T12,2017-08-08T12:45:00Z,41.44973,-83.0258,VR2W,V2LGLFC_LSR_001,V2LGLFC,V2LGLFC,2018-03-28T13:30:00Z
LSR_001-VR2W-112394-2018_03_28T13,2018-03-28T13:50:00Z,41.44978,-83.02589,VR2W,V2LGLFC_LSR_001,V2LGLFC,V2LGLFC,2018-07-12T08:35:00Z
LSR_013-VR2W-110167-2017_04_28T10,2017-04-28T10:45:00Z,41.39442,-83.10665,VR2W,V2LGLFC_LSR_013,V2LGLFC,V2LGLFC,2017-08-08T11:16:00Z
LSR_013-VR2W-110167-2017_08_08T11,2017-08-08T11:16:00Z,41.39446,-83.10661,VR2W,V2LGLFC_LSR_013,V2LGLFC,V2LGLFC,2018-03-28T15:35:00Z
LSR_013-VR2W-110167-2018_03_28T15,2018-03-28T15:45:00Z,41.39441,-83.10662,VR2W,V2LGLFC_LSR_013,V2LGLFC,V2LGLFC,2018-07-12T10:15:00Z
LSR_015-VR2W-112494-2017_08_08T11,2017-08-08T11:04:00Z,41.38535,-83.08793,VR2W,V2LGLFC_LSR_015,V2LGLFC,V2LGLFC,2018-08-22T12:28:00Z
LSR_016-VR2W-110584-2018_07_12T11,2018-07-12T11:05:00Z,41.37936,-83.09637,VR2W,V2LGLFC_LSR_016,V2LGLFC,V2LGLFC,
LSR_017-VR2W-112405-2018_07_12T11,2018-07-12T11:25:00Z,41.36999,-83.09889,VR2W,V2LGLFC_LSR_017,V2LGLFC,V2LGLFC,
LSR_018-VR2W-112407-2017_08_08T10,2017-08-08T10:35:00Z,41.36243,-83.10282,VR2W,V2LGLFC_LSR_018,V2LGLFC,V2LGLFC,2018-08-22T11:25:00Z
LSR_019-VR2W-112330-2017_08_08T10,2017-08-08T10:26:00Z,41.35841,-83.10169,VR2W,V2LGLFC_LSR_019,V2LGLFC,V2LGLFC,
LWS-001-VR2W-109970-1,2012-04-13T12:22:00Z,46.51282,-84.2444,VR2W,SMRSL_LWS-001,SMRSL,SMRSL,
MNB-001-VR2W-109430-1,2010-04-19T17:52:00Z,46.32635594,-84.1594244,VR2W,SMRSL_MNB-001,SMRSL,SMRSL,2010-06-23T20:13:00Z
MNB-001-VR2W-109430-2,2010-06-23T20:24:00Z,46.32635594,-84.1594244,VR2W,SMRSL_MNB-001,SMRSL,SMRSL,2010-07-29T21:02:00Z
MNB-001-VR2W-109498-4,2012-04-17T14:12:00Z,46.32629,-84.15908,VR2W,SMRSL_MNB-001,SMRSL,SMRSL,
MNB-001-VR2W-113221-3,2011-04-25T17:01:00Z,46.32632783,-84.15931661,VR2W,SMRSL_MNB-001,SMRSL,SMRSL,2011-08-06T15:45:00Z
MNB-002-VR2W-109441-1,2010-04-19T17:38:00Z,46.32627772,-84.15771535,VR2W,SMRSL_MNB-002,SMRSL,SMRSL,2010-07-29T20:49:00Z
MNB-002-VR2W-109446-3,2012-04-17T13:50:00Z,46.32628,-84.15771,VR2W,SMRSL_MNB-002,SMRSL,SMRSL,
MNB-002-VR2W-109936-2,2011-04-25T17:47:00Z,46.32630825,-84.15779387,VR2W,SMRSL_MNB-002,SMRSL,SMRSL,2011-08-06T14:10:00Z
MNB-003-VR2W-109875-2,2012-04-17T14:56:00Z,46.32489,-84.15982,VR2W,SMRSL_MNB-003,SMRSL,SMRSL,
MNB-003-VR2W-113213-1,2011-04-25T17:37:00Z,46.32496341,-84.15978069,VR2W,SMRSL_MNB-003,SMRSL,SMRSL,2011-11-08T20:45:00Z
MNB-004-VR2W-109968-2,2012-04-17T14:50:00Z,46.32434,-84.15775,VR2W,SMRSL_MNB-004,SMRSL,SMRSL,
MNB-004-VR2W-113223-1,2011-04-25T17:29:00Z,46.32431336,-84.15746937,VR2W,SMRSL_MNB-004,SMRSL,SMRSL,2011-11-08T22:00:00Z
MNB-005-VR2W-106324-2,2012-04-17T14:32:00Z,46.32578,-84.15723,VR2W,SMRSL_MNB-005,SMRSL,SMRSL,
MNB-005-VR2W-113230-1,2011-04-25T17:16:00Z,46.32589527,-84.1576397,VR2W,SMRSL_MNB-005,SMRSL,SMRSL,2011-08-06T14:38:00Z
NNM-001-VR2W-109494-1,2012-04-13T19:51:00Z,46.38898,-84.22766,VR2W,SMRSL_NNM-001,SMRSL,SMRSL,
OGN_009-VR2W-112476-2017_10_05T17,2017-10-05T17:23:00Z,41.71464,-82.89326,VR2W,V2LGLFC_OGN_009,V2LGLFC,V2LGLFC,2017-10-06T08:40:00Z
OGN_011-VR2W-112400-2017_10_05T17,2017-10-05T17:50:00Z,41.63191,-82.89503,VR2W,V2LGLFC_OGN_011,V2LGLFC,V2LGLFC,2017-10-06T09:05:00Z
OGN_014-VR2W-112400-2017_10_12T16,2017-10-12T16:10:00Z,41.63378,-82.7703,VR2W,V2LGLFC_OGN_014,V2LGLFC,V2LGLFC,2017-10-13T08:00:00Z
OGN_016-VR2W-112476-2017_10_12T16,2017-10-12T16:40:00Z,41.65074,-82.64757,VR2W,V2LGLFC_OGN_016,V2LGLFC,V2LGLFC,2017-10-13T08:30:00Z
OGN_019-VR2W-112476-2017_10_19T17,2017-10-19T17:30:00Z,41.61954,-82.52378,VR2W,V2LGLFC_OGN_019,V2LGLFC,V2LGLFC,2017-10-20T09:40:00Z
OGN_022-VR2W-112400-2017_10_19T17,2017-10-19T17:05:00Z,41.54015,-82.48178,VR2W,V2LGLFC_OGN_022,V2LGLFC,V2LGLFC,2017-10-20T10:00:00Z
OGN_025-VR2W-112476-2017_10_18T16,2017-10-18T16:30:00Z,41.47069,-82.50955,VR2W,V2LGLFC_OGN_025,V2LGLFC,V2LGLFC,2017-10-19T11:00:00Z
OGN_026-VR2W-112400-2017_10_18T17,2017-10-18T17:00:00Z,41.41242,-82.52001,VR2W,V2LGLFC_OGN_026,V2LGLFC,V2LGLFC,2017-10-19T09:30:00Z
OGN_035-VR2W-112476-2017_10_25T17,2017-10-25T17:30:00Z,41.54408,-82.17529,VR2W,V2LGLFC_OGN_035,V2LGLFC,V2LGLFC,2017-10-26T09:10:00Z
OGN_038-VR2W-112400-2017_10_25T17,2017-10-25T17:45:00Z,41.50682,-82.18773,VR2W,V2LGLFC_OGN_038,V2LGLFC,V2LGLFC,2017-10-26T09:30:00Z
OGN_041-VR2W-113055-2017_11_08T14,2017-11-08T14:30:00Z,41.66403,-81.99832,VR2W,V2LGLFC_OGN_041,V2LGLFC,V2LGLFC,2017-11-09T07:20:00Z
OGN_045-VR2W-112476-2017_11_08T16,2017-11-08T16:45:00Z,41.52492,-81.99496,VR2W,V2LGLFC_OGN_045,V2LGLFC,V2LGLFC,2017-11-09T09:50:00Z
OGN_053-VR2W-112400-2017_11_08T15,2017-11-08T15:30:00Z,41.53169,-81.78303,VR2W,V2LGLFC_OGN_053,V2LGLFC,V2LGLFC,2017-11-09T08:30:00Z
OGN_063-VR2W-110583-2017_10_20T16,2017-10-20T16:36:00Z,41.77585,-81.27577,VR2W,V2LGLFC_OGN_063,V2LGLFC,V2LGLFC,2017-10-21T10:41:00Z
OGN_068-VR2W-112342-2017_10_20T15,2017-10-20T15:32:00Z,41.84836,-81.101,VR2W,V2LGLFC_OGN_068,V2LGLFC,V2LGLFC,2017-10-21T08:57:00Z
OVP-001-VR2W-109414-3,2012-04-17T20:17:00Z,46.49759,-84.38945,VR2W,SMRSL_OVP-001,SMRSL,SMRSL,
OVP-001-VR2W-109449-1,2010-04-20T15:51:00Z,46.49753394,-84.3894016,VR2W,SMRSL_OVP-001,SMRSL,SMRSL,2010-08-01T13:38:00Z
OVP-001-VR2W-109930-2,2011-04-27T13:47:00Z,46.4976659,-84.38945485,VR2W,SMRSL_OVP-001,SMRSL,SMRSL,2011-08-08T14:29:00Z
OVP-002-VR2W-109445-1,2010-04-20T15:42:00Z,46.50186626,-84.39260714,VR2W,SMRSL_OVP-002,SMRSL,SMRSL,2010-06-24T16:04:00Z
OVP-002-VR2W-109445-2,2010-06-24T16:20:00Z,46.50193652,-84.39252837,VR2W,SMRSL_OVP-002,SMRSL,SMRSL,2010-08-01T13:11:00Z
OVP-002-VR2W-109995-3,2011-04-27T13:56:00Z,46.50206096,-84.39232596,VR2W,SMRSL_OVP-002,SMRSL,SMRSL,2011-08-08T14:35:00Z
OVP-002-VR2W-110012-4,2012-04-17T20:00:00Z,46.50203,-84.39232,VR2W,SMRSL_OVP-002,SMRSL,SMRSL,
OVP-003-VR2W-109448-1,2010-04-20T15:34:00Z,46.50369673,-84.39434158,VR2W,SMRSL_OVP-003,SMRSL,SMRSL,2010-08-01T13:23:00Z
OVP-003-VR2W-109883-3,2012-04-17T20:07:00Z,46.50323,-84.39382,VR2W,SMRSL_OVP-003,SMRSL,SMRSL,
OVP-003-VR2W-109971-2,2011-04-27T14:05:00Z,46.50366834,-84.39417577,VR2W,SMRSL_OVP-003,SMRSL,SMRSL,2011-08-08T14:38:00Z
PCH-001-VR2W-109408-1,2010-04-17T15:54:00Z,46.53337889,-84.1392459,VR2W,SMRSL_PCH-001,SMRSL,SMRSL,2010-04-19T14:52:00Z
PCH-001-VR2W-109408-2,2010-04-19T15:13:00Z,46.52564374,-84.17266434,VR2W,SMRSL_PCH-001,SMRSL,SMRSL,2010-07-30T13:29:00Z
