animal_id,mfr_tag_id,transmitter_id,tag_serial_number,tag_activation_date,est_tag_life,capture_latitude,capture_longitude,capture_depth,wild_or_hatchery,length,weight,sex_field,sex_molec,release_group,utc_release_date_time,date_of_surgery,glatos_tag_recovered,glatos_caught_date,glatos_project
LAS208,A69-9001-25245,25245,1187713,2014-05-29,3650,42.61982,-82.58392,11.3,wild,1.664,36,F,F,lower St. Clair,2014-05-29 15:51:00,2014-05-29,no,,HECST
LAS210,A69-9001-25247,25247,1187715,2014-05-29,3650,42.61982,-82.58392,11.3,wild,1.593,33.8,F,F,lower St. Clair,2014-05-29 15:57:00,2014-05-29,no,,HECST
LAS207,A69-9001-25166,25166,1187634,2014-05-29,3650,43.00723,-82.71314,11,wild,1.226,12,M,M,upper St. Clair,2014-05-29 16:10:00,2014-05-29,no,,HECST
LAS209,A69-9001-25168,25168,1187636,2014-05-29,3650,43.00723,-82.71314,11,wild,1.621,27.5,F,F,upper St. Clair,2014-05-29 16:10:00,2014-05-29,no,,HECST
LAS211,A69-9001-25172,25172,1187640,2014-05-29,3650,43.00723,-82.71314,11,wild,1.629,35,F,F,upper St. Clair,2014-05-29 16:10:00,2014-05-29,no,,HECST
LAS213,A69-9001-25170,25170,1187638,2014-05-29,3650,43.00723,-82.71314,11,wild,1.552,27,,F,upper St. Clair,2014-05-29 16:10:00,2014-05-29,no,,HECST
LAS212,A69-9001-25242,25242,1187710,2014-05-29,3650,42.6156,-82.58987,10.9,wild,1.613,24.4,,F,lower St. Clair,2014-05-29 16:28:00,2014-05-29,no,,HECST
LAS214,A69-9001-25240,25240,1187708,2014-05-29,3650,42.6156,-82.58987,10.9,wild,1.582,31.2,F,F,lower St. Clair,2014-05-29 16:35:00,2014-05-29,no,,HECST
LAS216,A69-9001-25243,25243,1187711,2014-05-29,3650,42.61888,-82.57453,11.6,wild,1.359,12,,M,lower St. Clair,2014-05-29 17:06:00,2014-05-29,no,,HECST
LAS217,A69-9001-25239,25239,1187707,2014-05-29,3650,42.61792,-82.56677,12.7,wild,1.384,15.6,,F,lower St. Clair,2014-05-29 17:31:00,2014-05-29,no,,HECST
LAS215,A69-9001-25163,25163,1187631,2014-05-29,3650,43.00776,-82.41317,10.1,wild,1.498,22,M,M,upper St. Clair,2014-05-29 19:45:00,2014-05-29,no,,HECST
LAS218,A69-9001-25161,25161,1187629,2014-05-29,3650,43.00812,-82.41304,9.2,wild,1.404,16,M,M,upper St. Clair,2014-05-29 20:15:00,2014-05-29,no,,HECST
LAS219,A69-9001-25167,25167,1187635,2014-05-29,3650,43.00893,-82.41283,8.7,wild,1.4,17.5,M,M,upper St. Clair,2014-05-29 22:35:00,2014-05-29,no,,HECST
LAS220,A69-9001-25165,25165,1187633,2014-05-29,3650,43.00893,-82.41283,8.7,wild,1.649,36.5,F,F,upper St. Clair,2014-05-29 22:35:00,2014-05-29,no,,HECST
LAS221,A69-9001-25241,25241,1187709,2014-05-30,3650,42.60665,-82.54537,19.4,wild,1.257,10.6,,M,lower St. Clair,2014-05-30 14:31:00,2014-05-30,no,,HECST
LAS222,A69-9001-25244,25244,1187712,2014-05-30,3650,42.61787,-82.56677,12.8,wild,1.473,19.3,,F,lower St. Clair,2014-05-30 14:57:00,2014-05-30,no,,HECST
LAS223,A69-9001-25234,25234,1187702,2014-05-30,3650,42.61547,-82.59005,11.2,wild,1.384,12,,M,lower St. Clair,2014-05-30 15:47:00,2014-05-30,no,,HECST
LAS224,A69-9001-25235,25235,1187703,2014-05-30,3650,42.61547,-82.59005,11.2,wild,1.671,36,F,F,lower St. Clair,2014-05-30 15:54:00,2014-05-30,no,,HECST
LAS225,A69-9001-25237,25237,1187705,2014-05-30,3650,42.62295,-82.60455,15.9,wild,1.461,21.8,,F,lower St. Clair,2014-05-30 16:27:00,2014-05-30,no,,HECST
LAS226,A69-9001-25238,25238,1187706,2014-05-30,3650,42.62925,-82.64102,18.8,wild,1.313,13.1,,F,lower St. Clair,2014-05-30 17:11:00,2014-05-30,no,,HECST
LAS228,A69-9001-25171,25171,1187639,2014-06-03,3650,42.78153,-82.47247,11.9,wild,1.435,15,M,M,upper St. Clair,2014-06-03 13:30:00,2014-06-03,no,,HECST
LAS230,A69-9001-25207,25207,1187675,2014-06-03,3650,42.78153,-82.47247,11.9,wild,1.512,21,M,M,upper St. Clair,2014-06-03 13:30:00,2014-06-03,no,,HECST
LAS227,A69-9001-25226,25226,1187694,2014-06-03,3650,42.62932,-82.64083,18.6,wild,1.455,19,,F,lower St. Clair,2014-06-03 13:56:00,2014-06-03,no,,HECST
LAS229,A69-9001-25225,25225,1187693,2014-06-03,3650,42.62193,-82.61017,15.1,wild,1.748,33,,F,lower St. Clair,2014-06-03 14:51:00,2014-06-03,no,,HECST
LAS231,A69-9001-25233,25233,1187701,2014-06-03,3650,42.61545,-82.5899,11.2,wild,1.463,19.6,,M,lower St. Clair,2014-06-03 15:21:00,2014-06-03,no,,HECST
LAS232,A69-9001-25222,25222,1187690,2014-06-03,3650,42.61725,-82.57183,12.1,wild,1.3,17,,M,lower St. Clair,2014-06-03 15:47:00,2014-06-03,no,,HECST
LAS234,A69-9001-25169,25169,1187637,2014-06-04,3650,43.00808,-82.41271,9.2,wild,1.293,15,,,upper St. Clair,2014-06-04 12:40:00,2014-06-04,no,,HECST
LAS236,A69-9001-25201,25201,1187669,2014-06-04,3650,43.00808,-82.41271,9.2,wild,1.589,22,M,M,upper St. Clair,2014-06-04 12:40:00,2014-06-04,no,,HECST
LAS238,A69-9001-25203,25203,1187671,2014-06-04,3650,43.00808,-82.41271,9.2,wild,1.553,25,M,M,upper St. Clair,2014-06-04 12:40:00,2014-06-04,no,,HECST
LAS239,A69-9001-25205,25205,1187673,2014-06-04,3650,43.0074,-82.41319,10.7,wild,1.498,27,,F,upper St. Clair,2014-06-04 13:20:00,2014-06-04,no,,HECST
LAS240,A69-9001-25199,25199,1187667,2014-06-04,3650,43.0074,-82.41319,10.7,wild,1.315,15,M,M,upper St. Clair,2014-06-04 13:20:00,2014-06-04,no,,HECST
LAS233,A69-9001-25236,25236,1187704,2014-06-04,3650,42.62285,-82.60447,15.9,wild,1.438,17.7,,M,lower St. Clair,2014-06-04 14:36:00,2014-06-04,no,,HECST
LAS235,A69-9001-25224,25224,1187692,2014-06-04,3650,42.6155,-82.59005,11,wild,1.222,9.8,,M,lower St. Clair,2014-06-04 15:16:00,2014-06-04,yes,7/17/2015,HECST
LAS237,A69-9001-25221,25221,1187689,2014-06-04,3650,42.61798,-82.56703,12.7,wild,1.562,18.8,,F,lower St. Clair,2014-06-04 16:07:00,2014-06-04,no,,HECST
LAS241,A69-9001-25208,25208,1187676,2014-06-04,3650,43.0087,-82.41318,9,wild,1.5,20.5,M,M,upper St. Clair,2014-06-04 17:00:00,2014-06-04,no,,HECST
LAS242,A69-9001-25206,25206,1187674,2014-06-04,3650,43.0087,-82.41318,9,wild,1.564,22.5,M,M,upper St. Clair,2014-06-04 17:00:00,2014-06-04,no,,HECST
LAS243,A69-9001-25202,25202,1187670,2014-06-04,3650,43.0087,-82.41318,9,wild,1.407,16,M,,upper St. Clair,2014-06-04 17:00:00,2014-06-04,no,,HECST
LAS244,A69-9001-25204,25204,1187672,2014-06-04,3650,43.00838,-82.41296,10.8,wild,1.3,15,,,upper St. Clair,2014-06-04 17:40:00,2014-06-04,no,,HECST
LAS245,A69-9001-25197,25197,1187665,2014-06-04,3650,43.00838,-82.41296,10.8,wild,1.452,20.5,M,,upper St. Clair,2014-06-04 17:40:00,2014-06-04,no,,HECST
LAS246,A69-9001-25216,25216,1187682,2014-06-04,3650,43.00878,-82.41372,9.8,wild,1.386,17,M,,upper St. Clair,2014-06-04 21:40:00,2014-06-04,no,,HECST
LAS247,A69-9001-25227,25227,1187695,2014-06-04,3650,43.00878,-82.41372,9.8,wild,1.626,28,M,M,upper St. Clair,2014-06-04 21:40:00,2014-06-04,no,,HECST
LAS248,A69-9001-25231,25231,1187699,2014-06-04,3650,43.00878,-82.41372,9.8,wild,1.424,24,,,upper St. Clair,2014-06-04 21:40:00,2014-06-04,no,,HECST
LAS249,A69-9001-25218,25218,1187686,2014-06-04,3650,43.00928,-82.41368,9.7,wild,1.614,33,F,F,upper St. Clair,2014-06-04 22:15:00,2014-06-04,no,,HECST
LAS250,A69-9001-25198,25198,1187666,2014-06-04,3650,43.00928,-82.41368,9.7,wild,1.506,21,M,M,upper St. Clair,2014-06-04 22:15:00,2014-06-04,no,,HECST
LAS251,A69-9001-25229,25229,1187697,2014-06-04,3650,43.00928,-82.41368,9.7,wild,1.664,44,F,F,upper St. Clair,2014-06-04 22:15:00,2014-06-04,no,,HECST
LAS252,A69-9001-25200,25200,1187668,2014-06-04,3650,43.00928,-82.41368,9.7,wild,1.5,19.5,M,M,upper St. Clair,2014-06-04 22:15:00,2014-06-04,no,,HECST
LAS256,A69-9001-25220,25220,1187688,2014-06-05,3650,43.01114,-82.41363,9.5,wild,1.793,45,F,,upper St. Clair,2014-06-05 13:15:00,2014-06-05,no,,HECST
LAS253,A69-9001-25209,25209,1187677,2014-06-05,3650,42.62288,-82.60442,15.9,wild,1.443,17.4,M,M,lower St. Clair,2014-06-05 14:30:00,2014-06-05,no,,HECST
LAS254,A69-9001-25211,25211,1187679,2014-06-05,3650,42.61982,-82.5842,11,wild,1.524,23.6,,F,lower St. Clair,2014-06-05 14:56:00,2014-06-05,no,,HECST
LAS255,A69-9001-25213,25213,1187681,2014-06-05,3650,42.61505,-82.5575,14,wild,1.549,24.5,M,M,lower St. Clair,2014-06-05 15:43:00,2014-06-05,no,,HECST
LAS257,A69-9001-25219,25219,1187687,2014-06-05,3650,43.0087,-82.41318,9,wild,1.642,33,F,,upper St. Clair,2014-06-05 16:40:00,2014-06-05,no,,HECST
LAS258,A69-9001-25185,25185,1187653,2014-06-25,3650,43.027,-82.345,,wild,1.48,22,F,F,Lake Huron,2014-06-25 16:40:00,2014-06-25,no,,HECST
LAS259,A69-9001-25190,25190,1187658,2014-06-25,3650,43.027,-82.345,,wild,1.374,14,,M,Lake Huron,2014-06-25 16:40:00,2014-06-25,no,,HECST
LAS260,A69-9001-25195,25195,1187663,2014-06-25,3650,43.027,-82.345,,wild,1.42,17,M,M,Lake Huron,2014-06-25 16:40:00,2014-06-25,no,,HECST
LAS261,A69-9001-25193,25193,1187661,2014-06-25,3650,43.027,-82.345,,wild,1.449,17,M,F,Lake Huron,2014-06-25 16:40:00,2014-06-25,no,,HECST
LAS262,A69-9001-25186,25186,1187654,2014-06-25,3650,43.027,-82.345,,wild,1.236,13,M,M,Lake Huron,2014-06-25 16:40:00,2014-06-25,no,,HECST
LAS263,A69-9001-25223,25223,1187691,2014-06-25,3650,43.027,-82.345,,wild,1.321,15,M,M,Lake Huron,2014-06-25 16:40:00,2014-06-25,no,,HECST
LAS264,A69-9001-25187,25187,1187655,2014-06-25,3650,43.027,-82.345,,wild,1.496,24,M,M,Lake Huron,2014-06-25 16:40:00,2014-06-25,no,,HECST
LAS265,A69-9001-25188,25188,1187656,2014-06-25,3650,43.027,-82.345,,wild,1.301,15,M,M,Lake Huron,2014-06-25 16:40:00,2014-06-25,no,,HECST
LAS266,A69-9001-25192,25192,1187660,2014-06-25,3650,43.027,-82.345,,wild,1.531,17,,M,Lake Huron,2014-06-25 16:40:00,2014-06-25,no,,HECST
LAS267,A69-9001-25217,25217,1187685,2014-06-25,3650,43.027,-82.345,,wild,1.675,48,F,F,Lake Huron,2014-06-25 16:40:00,2014-06-25,no,,HECST
LAS268,A69-9001-25191,25191,1187659,2014-06-25,3650,43.027,-82.345,,wild,1.483,26.5,F,F,Lake Huron,2014-06-25 16:40:00,2014-06-25,no,,HECST
LAS270,A69-9001-29376,29376,1130501,2015-06-18,3650,,,,wild,1.692,33.63636364,F,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS271,A69-9001-25228,25228,1187696,2015-06-18,3650,,,,wild,1.649,34.09090909,F,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS272,A69-9001-29372,29372,1130497,2015-06-18,3650,,,,wild,1.422,24.54545455,F,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS273,A69-9001-25210,25210,1187678,2015-06-18,3650,,,,wild,1.37,15.68181818,M,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS274,A69-9001-25215,25215,1187683,2015-06-18,3650,,,,wild,1.537,23.18181818,,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS275,A69-9001-25214,25214,1187682,2015-06-18,3650,,,,wild,1.359,14.54545455,M,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS276,A69-9001-29373,29373,1130498,2015-06-18,3650,,,,wild,1.428,20.45454545,F,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS277,A69-9001-25189,25189,1187657,2015-06-18,3650,,,,wild,1.492,21.59090909,F,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS278,A69-9001-25196,25196,1187664,2015-06-18,3650,,,,wild,1.509,23.63636364,M,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS279,A69-9001-29374,29374,1130499,2015-06-18,3650,,,,wild,1.463,19.77272727,,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS280,A69-9001-25212,25212,1187680,2015-06-18,3650,,,,wild,1.716,42.72727273,F,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS281,A69-9001-29377,29377,1130502,2015-06-18,3650,,,,wild,1.289,13.86363636,M,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS282,A69-9001-25194,25194,1187662,2015-06-18,3650,,,,wild,1.513,17.95454545,M,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
LAS283,A69-9001-29375,29375,1130500,2015-06-18,3650,,,,wild,1.637,30.90909091,F,,Lake Huron,2015-06-18 14:00:00,2015-06-18,no,,HECST
