station,deploy_lat,deploy_long,deploy_date_time
CUY-024,41.2317,-81.54682,2023-01-19 20:53
LSR-021,41.35264,-83.11129,2023-01-26 15:30
CUY-028,41.29626,-81.5705,2023-03-06 17:35
CUY-023,41.21587,-81.56212,2023-03-07 22:15
CUY-020,41.16206,-81.57436,2023-03-07 22:50
CUY-010,41.1229,-81.4956,2023-03-08 19:15
SRVPS-040,41.4121,-83.0811,2023-03-13 13:52
SRVPS-039,41.4127,-83.0809,2023-03-13 14:59
SRVPS-037,41.4135,-83.0831,2023-03-13 15:02
SRVPS-038,41.4131,-83.0834,2023-03-13 15:04
SRVPS-036,41.4145,-83.0857,2023-03-13 15:05
SRVPS-035,41.4145,-83.0849,2023-03-13 15:08
SRVPS-034,41.4165,-83.0861,2023-03-13 15:17
SRVPS-033,41.4165,-83.0853,2023-03-13 15:19
SRVPS-031,41.418,-83.0844,2023-03-13 15:20
SRVPS-032,41.4187,-83.0846,2023-03-13 15:22
SRVPS-030,41.4196,-83.0826,2023-03-13 15:23
SRVPS-029,41.4195,-83.0822,2023-03-13 15:24
SRVPS-028,41.4199,-83.0806,2023-03-13 15:26
SRVPS-027,41.42,-83.08,2023-03-13 15:27
SRVPS-026,41.4199,-83.0776,2023-03-13 15:28
SRVPS-025,41.4198,-83.0777,2023-03-13 16:14
SRVPS-024,41.4197,-83.0751,2023-03-13 16:17
SRVPS-023,41.4193,-83.075,2023-03-13 16:20
SRVPS-022,41.4194,-83.0731,2023-03-13 16:21
SRVPS-021,41.4191,-83.0733,2023-03-13 16:23
SRVPS-019,41.4198,-83.0708,2023-03-13 16:24
SRVPS-020,41.4201,-83.071,2023-03-13 16:26
SRVPS-017,41.4216,-83.0689,2023-03-13 16:29
SRVPS-018,41.4222,-83.0688,2023-03-13 16:30
SRVPS-015,41.4227,-83.0675,2023-03-13 16:36
SRVPS-016,41.423,-83.067,2023-03-13 16:39
SRVPS-014,41.423,-83.0652,2023-03-13 16:41
SRVPS-013,41.4228,-83.0656,2023-03-13 16:42
SRVPS-012,41.4226,-83.0638,2023-03-13 16:44
SRVPS-011,41.4223,-83.0633,2023-03-13 16:50
SRVPS-001,41.4292,-83.0579,2023-03-13 17:10
SRVPS-002,41.4299,-83.059,2023-03-13 17:12
SRVPS-003,41.4289,-83.0614,2023-03-13 17:18
SRVPS-004,41.4283,-83.061,2023-03-13 17:21
SRVPS-005,41.4271,-83.0614,2023-03-13 17:24
SRVPS-006,41.427,-83.0617,2023-03-13 17:30
SRVPS-007,41.425,-83.0614,2023-03-13 17:32
SRVPS-008,41.4246,-83.0615,2023-03-13 17:38
SRVPS-009,41.4228,-83.061,2023-03-13 17:42
SRVPS-010,41.4235,-83.0617,2023-03-13 17:45
WRC-008,41.6302,-83.0772,2023-03-21 18:57
WRC-009,41.6355,-83.04691,2023-03-21 19:03
WRC-012,41.6191,-83.0262,2023-03-21 19:07
WRC-013,41.6264,-83.0077,2023-03-21 19:11
WRC-016,41.6085,-83.0054,2023-03-21 19:14
WRC-017,41.61,-82.965,2023-03-21 19:21
WRC-014,41.6201,-82.9837,2023-03-21 19:24
WRC-015,41.6255,-82.9502,2023-03-21 19:32
WRC-007,41.6529,-82.9518,2023-03-21 19:37
WRC-004,41.6676,-82.9793,2023-03-21 19:43
WRC-011,41.6399,-82.9732,2023-03-21 19:49
WRC-010,41.6347,-82.9986,2023-03-21 19:54
WRC-003,41.6718,-83.0222,2023-03-21 20:03
WRC-006,41.6494,-83.0348,2023-03-21 20:08
WRC-002,41.6668,-83.0665,2023-03-21 20:12
WRC-001,41.6727,-83.1071,2023-03-21 20:18
WRC-005,41.6511,-83.1008,2023-03-21 20:22
LET-001,41.73966,-81.26274,2023-03-22 13:03
LET-002,41.74228,-81.04752,2023-03-22 14:14
LET-003,41.75421,-80.94833,2023-03-22 15:59
LET-004,41.94715,-80.54957,2023-03-22 17:23
LET-005,41.93367,-80.58908,2023-03-22 18:55
LSR-002,41.43825,-83.03791,2023-03-30 15:20
ENS-504,41.3927,-82.5121,2023-04-06 04:00
SBI-001,41.35967,-83.09971,2023-04-12 16:26
SBI-002,41.35951,-83.10059,2023-04-12 16:28
SBI-003,41.35867,-83.10042,2023-04-12 16:32
SBI-004,41.35856,-83.10137,2023-04-12 16:36
SBI-005,41.35732,-83.10193,2023-04-12 16:53
SBI-006,41.358,-83.10227,2023-04-12 17:05
SBI-007,41.35625,-83.10336,2023-04-12 17:10
SBI-008,41.35706,-83.10383,2023-04-12 17:12
SBI-009,41.35613,-83.10569,2023-04-12 17:20
SBI-010,41.35535,-83.10605,2023-04-12 17:23
SBI-011,41.35499,-83.10802,2023-04-12 17:40
SBI-012,41.35484,-83.10717,2023-04-12 17:42
SBI-013,41.35352,-83.10945,2023-04-12 17:46
SBI-014,41.35402,-83.10956,2023-04-12 17:52
SBI-015,41.35307,-83.11031,2023-04-12 17:55
SBI-016,41.35247,-83.11052,2023-04-12 18:14
SBI-017,41.3521,-83.11161,2023-04-12 18:19
SBI-018,41.35555,-83.10422,2023-04-12 18:37
SBI-019,41.35476,-83.10459,2023-04-12 18:40
SBI-020,41.35436,-83.1048,2023-04-12 18:43
SBI-021,41.35385,-83.10517,2023-04-12 18:46
SBI-022,41.35351,-83.10585,2023-04-12 18:49
SBI-023,41.35308,-83.10605,2023-04-12 19:00
SBI-024,41.35269,-83.10606,2023-04-12 19:10
CUY-026,41.25518,-81.54969,2023-04-18 09:40
CUY-025,41.24464,-81.55424,2023-04-18 10:55
CUY-027,41.27951,-81.56181,2023-04-18 12:35
CUY-022,41.19054,-81.57549,2023-04-18 13:40
CUY-021,41.17735,-81.58031,2023-04-18 14:25
CUY-011,41.12344,-81.49782,2023-04-18 15:40
ENS-401,41.4028,-82.5353,2023-04-25 18:01
ENS-201,41.4109,-82.5537,2023-04-26 14:19
MDR-010,41.95712,-83.10572,2023-04-26 14:32
LEG-1006,41.4527,-82.5726,2023-04-26 14:43
MDR-003,41.99979,-83.13148,2023-04-26 14:56
LEG-906,41.5824,-82.584,2023-04-26 15:12
MDR-011,41.97377,-83.14685,2023-04-26 15:14
MDR-001,42.04265,-83.15257,2023-04-26 15:38
LEG-806,41.7497,-82.5828,2023-04-26 15:39
MDR-013,42.04257,-83.12833,2023-04-26 15:57
ENS-101,41.7344,-82.6537,2023-04-26 15:58
DRL-010,42.07392,-83.12195,2023-04-26 16:17
WBA-014,41.7168,-82.7605,2023-04-26 16:32
DRL-013,42.07966,-83.11776,2023-04-26 16:37
DRL-011,42.08589,-83.11755,2023-04-26 16:52
ENS-112,41.6892,-82.7977,2023-04-26 16:55
ENS-113,41.6605,-82.8151,2023-04-26 17:12
DRL-012,42.08003,-83.13162,2023-04-26 17:29
DRL-006,42.08794,-83.1723,2023-04-26 18:07
DRL-001,42.0934,-83.17969,2023-04-26 18:23
LEG-026,41.6774,-82.7726,2023-04-26 18:28
DRL-014,42.14344,-83.17152,2023-04-26 18:50
ENS-111,41.6199,-82.6949,2023-04-26 18:50
DRL-005,42.08411,-83.18179,2023-04-26 19:26
SRVPS-047,41.43748,-83.03691,2023-05-01 13:45
SRVPS-069,41.43812,-83.03891,2023-05-01 13:51
SRVPS-065,41.43773,-83.03922,2023-05-01 13:54
SRVPS-043,41.43764,-83.04122,2023-05-01 13:57
SRVPS-098,41.437,-83.04119,2023-05-01 14:00
SRVPS-051,41.43601,-83.04268,2023-05-01 14:04
SRVPS-054,41.43547,-83.04214,2023-05-01 14:06
SRVPS-052,41.43448,-83.04343,2023-05-01 14:10
SRVPS-075,41.43377,-83.04304,2023-05-01 14:12
SRVPS-062,41.43287,-83.04426,2023-05-01 14:15
SRVPS-053,41.43212,-83.0439,2023-05-01 14:18
SRVPS-089,41.43141,-83.04537,2023-05-01 14:21
SRVPS-046,41.43068,-83.04517,2023-05-01 14:23
SRVPS-060,41.42992,-83.04674,2023-05-01 14:27
SRVPS-061,41.42938,-83.04648,2023-05-01 14:30
SRVPS-064,41.42851,-83.04799,2023-05-01 14:34
LEG-003,41.9372,-83.1663,2023-05-01 18:36
SRVPS-070,41.39832,-83.10062,2023-05-02 13:03
SRVPS-042,41.39921,-83.09921,2023-05-02 13:09
SRVPS-066,41.39933,-83.09811,2023-05-02 13:13
SRVPS-099,41.40059,-83.09648,2023-05-02 13:19
SRVPS-100,41.40157,-83.09613,2023-05-02 13:22
SRVPS-041,41.40142,-83.0947,2023-05-02 13:25
SRVPS-049,41.40225,-83.09395,2023-05-02 13:30
SRVPS-055,41.40225,-83.09395,2023-05-02 13:30
SRVPS-087,41.4281,-83.04764,2023-05-02 13:30
SRVPS-059,41.4269,-83.04846,2023-05-02 13:35
SRVPS-058,41.42644,-83.0481,2023-05-02 13:39
SRVPS-090,41.42544,-83.04935,2023-05-02 13:42
SRVPS-095,41.42476,-83.04932,2023-05-02 13:46
SRVPS-080,41.4243,-83.05169,2023-05-02 13:50
SRVPS-057,41.42475,-83.05133,2023-05-02 13:53
SRVPS-101,41.42513,-83.05383,2023-05-02 13:59
SRVPS-085,41.42565,-83.05368,2023-05-02 14:02
SRVPS-063,41.42628,-83.05572,2023-05-02 14:07
SRVPS-056,41.42683,-83.05536,2023-05-02 14:09
SRVPS-073,41.42753,-83.05703,2023-05-02 14:12
SRVPS-044,41.40194,-83.09234,2023-05-02 14:13
SRVPS-072,41.42894,-83.05826,2023-05-02 14:17
SRVPS-084,41.40254,-83.09165,2023-05-02 14:18
SRVPS-074,41.42944,-83.05802,2023-05-02 14:19
SRVPS-093,41.40197,-83.08981,2023-05-02 14:21
SRVPS-079,41.4024,-83.08939,2023-05-02 14:24
SRVPS-086,41.40177,-83.08725,2023-05-02 14:28
SRVPS-096,41.4024,-83.08709,2023-05-02 14:30
SRVPS-048,41.402,-83.08486,2023-05-02 14:34
SRVPS-102,41.40262,-83.08487,2023-05-02 14:38
SRVPS-082,41.40256,-83.08253,2023-05-02 15:06
SRVPS-045,41.40345,-83.08261,2023-05-02 15:09
SRVPS-078,41.40357,-83.08095,2023-05-02 15:11
SRVPS-094,41.4047,-83.0808,2023-05-02 15:13
SRVPS-081,41.40483,-83.07917,2023-05-02 15:16
SRVPS-097,41.40594,-83.07945,2023-05-02 15:19
SRVPS-077,41.40642,-83.07802,2023-05-02 15:21
SRVPS-091,41.40767,-83.07859,2023-05-02 15:23
SRVPS-088,41.40832,-83.07755,2023-05-02 15:25
SRVPS-083,41.4094,-83.07853,2023-05-02 15:28
SRVPS-076,41.4101,-83.07784,2023-05-02 15:30
SRVPS-050,41.41104,-83.0795,2023-05-02 15:33
SRVPS-092,41.41163,-83.07902,2023-05-02 15:35
ENS-406,41.50927,-81.71413,2023-05-02 19:00
LGR-001,41.74144,-81.27927,2023-05-03 19:18
CUY-013,41.12332,-81.51066,2023-05-03 20:20
ENS-402,41.50275,-82.67396,2023-05-04 13:16
WBA-024,41.6295,-82.7567,2023-05-04 14:23
DRF-004,42.24921,-83.11895,2023-05-04 14:29
LEG-021,41.7605,-82.8064,2023-05-04 14:49
HEN-006,41.776,-82.7861,2023-05-04 15:01
WBA-013,41.8029,-82.7479,2023-05-04 15:20
WBA-012,41.8018,-82.8619,2023-05-04 15:42
ESL-001,41.8214,-82.8494,2023-05-04 15:53
DRF-003,42.23006,-83.11017,2023-05-04 16:02
LEG-013,41.8468,-82.8048,2023-05-04 16:04
LEG-014,41.8477,-82.6836,2023-05-04 16:19
ENS-104,41.8219,-82.6729,2023-05-04 16:39
GRE-002,42.22384,-83.12829,2023-05-04 16:53
DRF-007,42.20146,-83.13489,2023-05-04 17:13
ENS-405,41.8586,-82.6,2023-05-04 17:15
BRC-001,42.15408,-83.12597,2023-05-04 17:54
DRF-002,42.19387,-83.11064,2023-05-04 18:41
GRW-002,42.21939,-83.13831,2023-05-04 19:21
ENS-102,41.9675,-82.9204,2023-05-08 17:39
LEG-005,41.9363,-82.9259,2023-05-08 18:20
LEG-004,41.9275,-83.0454,2023-05-08 18:39
LEG-008,41.9263,-82.5457,2023-05-09 14:14
WBA-001,41.9831,-82.6213,2023-05-09 14:37
ENS-103,41.9916,-82.7811,2023-05-09 15:07
LEG-006,41.9373,-82.8151,2023-05-09 15:23
LEG-011,41.8515,-83.0343,2023-05-09 16:03
LEG-012,41.847,-82.9265,2023-05-09 16:40
LEG-007,41.9272,-82.6771,2023-05-09 17:30
LEG-607,42.0628,-82.3983,2023-05-09 19:33
LEG-707,41.9169,-82.4173,2023-05-09 19:55
LEG-807,41.7496,-82.4172,2023-05-09 20:21
LEG-907,41.5837,-82.4077,2023-05-09 20:47
OWC-001,41.38263,-82.5144,2023-05-12 18:00
LEG-1007,41.4515,-82.4245,2023-05-15 10:45
LEG-1008,41.4687,-82.2624,2023-05-15 11:33
LEG-910,41.584,-81.915,2023-05-15 13:08
LEG-911,41.5852,-81.7516,2023-05-15 13:51
LEG-912,41.6144,-81.598,2023-05-15 14:34
LEG-813,41.7612,-81.42,2023-05-15 15:41
LEG-814,41.7973,-81.2607,2023-05-15 16:29
LEG-715,41.9176,-81.085,2023-05-15 17:31
LEG-716,41.9337,-80.9198,2023-05-15 18:23
LEG-717,41.9545,-80.7582,2023-05-15 19:07
LEG-718,41.9879,-80.5998,2023-05-15 19:55
LEG-618,42.083,-80.583,2023-05-15 20:32
LEG-619,42.0891,-80.4188,2023-05-15 21:12
LEG-620,42.1173,-80.2599,2023-05-15 21:53
OWC-002,41.365,-82.50472,2023-05-15 22:00
ENS-303,42.1716,-80.1165,2023-05-15 22:35
ENS-305,42.1448,-80.0991,2023-05-16 11:05
ENS-304,42.1581,-80.062,2023-05-16 11:27
LEG-521,42.2503,-80.0833,2023-05-16 12:02
LEG-522,42.2704,-79.9239,2023-05-16 20:50
ENS-306,42.2144,-79.9232,2023-05-16 21:51
LEG-520,42.2497,-80.2506,2023-05-17 12:40
LEG-519,42.2484,-80.417,2023-05-17 19:35
LEG-518,42.2491,-80.5815,2023-05-17 20:18
LEG-517,42.251,-80.7572,2023-05-17 21:05
LEG-617,42.0827,-80.7561,2023-05-17 22:04
ENS-503,41.47531,-82.8345,2023-05-18 04:00
ENS-505,41.501,-81.7482,2023-05-18 04:00
ENS-215,41.9212,-80.7968,2023-05-18 11:27
LEG-616,42.0839,-80.9171,2023-05-18 12:34
LEG-516,42.2508,-80.9155,2023-05-18 13:31
LEG-514,42.2507,-81.2506,2023-05-18 18:45
LEG-515,42.251,-81.084,2023-05-18 19:35
LEG-615,42.0828,-81.0847,2023-05-18 20:37
LEG-714,41.9152,-81.2496,2023-05-18 21:53
ENS-211,41.7713,-81.2775,2023-05-18 22:43
ENS-502,41.5321,-82.9413,2023-05-19 04:00
LEG-812,41.7505,-81.5817,2023-05-19 11:09
LEG-811,41.7504,-81.7505,2023-05-19 11:53
LEG-809,41.7503,-82.083,2023-05-19 13:13
LEG-909,41.5861,-82.0855,2023-05-19 14:08
LEG-908,41.5839,-82.2483,2023-05-19 14:55
LEG-907,41.5839,-82.4074,2023-05-19 15:38
LEG-808,41.7506,-82.25,2023-05-23 14:57
LEG-708,41.9159,-82.2496,2023-05-23 15:51
LEG-608,42.0827,-82.2493,2023-05-23 16:47
ENS-224,42.2333,-82.0891,2023-05-23 17:54
LEG-509,42.211,-82.0748,2023-05-23 18:03
LEG-610,42.0845,-81.9171,2023-05-23 19:00
LEG-611,42.0843,-81.7495,2023-05-23 19:44
LEG-511,42.2506,-81.7496,2023-05-23 20:38
LEG-510,42.2301,-81.9102,2023-05-23 22:49
ENS-223,42.2514,-81.9036,2023-05-24 11:04
LEG-612,42.0842,-81.5831,2023-05-24 12:38
LEG-613,42.0841,-81.4166,2023-05-24 13:47
LEG-513,42.2505,-81.4168,2023-05-24 17:37
LEG-512,42.251,-81.5825,2023-05-24 18:17
LEG-614,42.08018,-81.2508,2023-05-25 14:18
LEG-713,41.9169,-81.4163,2023-05-25 15:31
LEG-712,41.9162,-81.5824,2023-05-25 16:14
LEG-711,41.9171,-81.7507,2023-05-25 16:59
LEG-710,41.9166,-81.9166,2023-05-25 17:41
LEG-810,41.7503,-81.9149,2023-05-25 18:59
ENS-120,41.69113,-83.28686,2023-06-05 16:07
ENS-119,41.70486,-83.26638,2023-06-05 16:43
LEG-017,41.75776,-83.1652,2023-06-05 17:15
LEG-016,41.75559,-83.28362,2023-06-05 17:44
ENS-118,41.74478,-83.34385,2023-06-05 17:56
ENS-117,41.7641,-83.39196,2023-06-05 18:49
LEG-015,41.80231,-83.3782,2023-06-05 19:05
ENS-116,41.86569,-83.32193,2023-06-05 19:23
LEG-009,41.84694,-83.28753,2023-06-05 19:40
LEG-010,41.84675,-83.16467,2023-06-05 19:55
LEG-019,41.75805,-83.04498,2023-06-05 20:26
LEG-023,41.66924,-83.16514,2023-06-05 20:57
ENS-108,41.6566,-83.17703,2023-06-05 21:07
ENS-501,41.7244,-83.3703,2023-06-07 04:00
HRO-001,41.32834,-82.58426,2023-06-07 13:11
HRO-002,41.36721,-82.54678,2023-06-07 16:00
SMB-007,41.58547,-82.73812,2023-06-09 13:58
SMB-008,41.58992,-82.66256,2023-06-09 17:34
SMB-018,41.62601,-82.64704,2023-06-09 17:45
SMB-009,41.67104,-82.69036,2023-06-09 18:00
SMB-012,41.65432,-82.78523,2023-06-09 18:18
SMB-011,41.62625,-82.79904,2023-06-09 18:27
SMB-010,41.63971,-82.85077,2023-06-09 18:45
SBR-001,41.45385,-82.72442,2023-06-13 19:10
CUY-002,41.13794,-81.41673,2023-06-15 11:59
CUY-004,41.14539,-81.45888,2023-06-15 13:26
SMB-017,41.69405,-82.72861,2023-06-15 14:41
SMB-015,41.72082,-82.79177,2023-06-15 14:55
SMB-016,41.72743,-82.83895,2023-06-15 15:09
SMB-014,41.69862,-82.82292,2023-06-15 15:24
SMB-013,41.68136,-82.83367,2023-06-15 15:34
SMB-019,41.68259,-82.88249,2023-06-15 15:45
CUY-010,41.1229,-81.4956,2023-06-15 16:12
USR-003,41.327,-83.15168,2023-06-21 14:05
USR-004,41.30867,-83.15791,2023-06-21 14:58
USR-005,41.33334,-83.11478,2023-06-21 15:50
ENS-401,41.4028,-82.5353,2023-06-23 15:00
LEG-709,41.9176,-82.0838,2023-06-27 14:20
LEG-609,42.0835,-82.0844,2023-06-27 15:00
ENS-406,41.50927,-81.71413,2023-06-29 17:18
ENS-402,41.50275,-82.67396,2023-06-30 15:27
ENS-404,41.73972,-83.36408,2023-06-30 19:11
LEG-807,41.7507,-82.41636,2023-07-05 15:45
LL-007,41.9655,-82.0347,2023-07-11 14:54
LL-010,42.083,-81.0244,2023-07-12 14:43
CUY-007,41.13605,-81.48156,2023-07-12 15:30
CUY-012,41.12282,-81.50212,2023-07-12 17:10
LL-006,41.7842,-81.9495,2023-07-12 19:06
LL-005,41.5297,-82.0033,2023-07-17 01:30
ENS-402,41.50275,-82.67396,2023-07-17 14:42
ENS-401,41.4028,-82.5353,2023-07-17 17:04
LL-009,41.9232,-80.78221,2023-07-18 00:22
ENS-406,41.50927,-81.71413,2023-07-18 14:15
LL-008,42.2499,-81.9297,2023-07-20 23:30
ENS-404,41.73972,-83.36408,2023-07-25 13:58
WBA-015,41.71798,-82.87172,2023-08-02 17:21
LEG-020,41.75812,-82.92527,2023-08-02 17:38
LL-003,41.82132,-82.92604,2023-08-02 17:51
LL-004,41.91222,-82.92774,2023-08-02 18:07
LL-002,41.71607,-82.98367,2023-08-02 18:41
LEG-025,41.66797,-82.92733,2023-08-02 18:53
LL-001,41.6201,-82.90938,2023-08-02 19:04
LEG-028,41.57889,-82.92579,2023-08-02 19:18
ENS-109,41.54426,-82.93777,2023-08-02 19:59
ENS-202,41.41771,-82.43105,2023-08-13 14:58
ENS-204,41.45167,-82.25624,2023-08-13 15:46
ENS-205,41.48713,-82.16937,2023-08-13 16:16
ENS-206,41.51087,-82.05143,2023-08-13 16:53
LEG-1010,41.49223,-81.89034,2023-08-13 17:35
ENS-207,41.49438,-81.84731,2023-08-13 17:47
ENS-208,41.51719,-81.7178,2023-08-13 18:28
ENS-209,41.55017,-81.64685,2023-08-13 18:49
ENS-210,41.68306,-81.43583,2023-08-13 20:01
ENS-212,41.81181,-81.13849,2023-08-13 21:26
ENS-213,41.86391,-80.97115,2023-08-13 22:19
ENS-214,41.89029,-80.85961,2023-08-13 22:52
ENS-216,41.98122,-80.56051,2023-08-14 00:06
ENS-217,42.0315,-80.37158,2023-08-14 00:56
LL-013,42.1881,-79.9956,2023-08-14 15:41
ENS-301,42.08096,-80.24233,2023-08-16 19:58
ENS-302,42.11333,-80.16599,2023-08-16 20:25
ENS-401,41.4028,-82.5353,2023-08-28 17:15
ENS-402,41.50275,-82.67396,2023-08-29 18:59
ENS-404,41.73972,-83.36408,2023-08-30 19:45
DRL-002,42.10115,-83.14026,2023-08-31 18:22
ENS-406,41.50927,-81.71413,2023-09-01 17:32
SGN-030,41.66854,-82.67801,2023-09-06 19:55
SGN-031,41.61474,-82.69306,2023-09-06 20:12
SGN-032,41.61566,-82.6757,2023-09-06 20:27
SGN-033,41.59872,-82.6729,2023-09-06 20:39
SGN-022,41.72048,-82.80893,2023-09-11 19:28
SGN-023,41.70695,-82.81125,2023-09-11 19:43
SGN-024,41.66004,-82.79465,2023-09-11 20:05
SGN-025,41.63879,-82.8202,2023-09-11 20:20
CUY-009,41.11889,-81.49276,2023-09-13 08:00
CUY-010,41.1229,-81.4956,2023-09-13 13:38
CUY-004,41.14539,-81.45888,2023-09-13 15:43
CUY-002,41.13794,-81.41673,2023-09-13 16:40
CUY-001,41.50003,-81.70966,2023-09-14 14:15
CUY-003,41.43943,-81.67499,2023-09-14 15:56
SGN-038,41.66387,-82.97348,2023-09-14 20:22
SGN-039,41.6634,-82.97818,2023-09-14 20:36
SGN-040,41.64803,-83.00178,2023-09-14 20:52
SGN-041,41.64416,-83.01202,2023-09-14 21:05
SGN-049,41.79863,-81.17403,2023-09-19 20:24
SGN-048,41.79528,-81.18495,2023-09-19 20:40
SGN-047,41.79008,-81.19167,2023-09-19 20:49
SGN-046,41.7843,-81.2102,2023-09-19 21:04
ENS-404,41.73972,-83.36408,2023-09-20 14:55
ENS-402,41.50275,-82.67396,2023-09-20 18:05
SGN-045,41.5004,-81.80746,2023-09-20 20:40
SGN-044,41.5013,-81.81025,2023-09-20 20:50
SGN-042,41.49792,-81.81933,2023-09-20 21:06
SGN-043,41.49762,-81.82532,2023-09-20 21:14
ENS-406,41.50927,-81.71413,2023-09-22 13:27
CUY-020,41.16206,-81.57436,2023-09-26 22:36
CUY-024,41.2317,-81.54682,2023-09-26 23:40
CUY-001,41.14926,-81.36835,2023-09-27 08:00
CUY-016,41.11943,-81.52653,2023-09-27 10:59
CUY-008,41.12614,-81.48492,2023-09-27 12:00
CUY-003,41.14953,-81.45575,2023-09-27 12:56
CUY-005,41.14846,-81.46767,2023-09-27 13:49
CUY-006,41.14447,-81.47378,2023-09-27 15:09
CUY-009,41.11889,-81.49276,2023-09-27 16:36
CUY-013,41.12332,-81.51066,2023-09-27 18:44
LET-001,41.73922,-81.26303,2023-09-27 18:54
CUY-015,41.12344,-81.51964,2023-09-27 19:30
CUY-017,41.12441,-81.53132,2023-09-27 19:40
CUY-018,41.13365,-81.54073,2023-09-27 20:14
CUY-019,41.14232,-81.56411,2023-09-27 20:48
CUY-023,41.21587,-81.56212,2023-09-27 21:49
CUY-028,41.29626,-81.5705,2023-09-27 22:33
CUY-027,41.27951,-81.56181,2023-09-27 22:59
CUY-026,41.25518,-81.54969,2023-09-27 23:14
LET-004,41.95302,-80.54491,2023-09-28 14:21
OGN-080,41.95517,-80.61585,2023-09-28 18:50
OGN-079,41.97573,-80.5993,2023-09-28 19:11
OGN-004,41.68505,-83.20136,2023-09-28 19:20
OGN-078,42.00885,-80.62852,2023-09-28 19:28
OGN-001,41.75694,-83.25583,2023-09-28 19:40
OGN-077,42.05855,-80.59458,2023-09-28 19:49
OGN-005,41.88105,-83.14441,2023-09-28 20:15
OGN-006,41.8293,-83.05471,2023-09-28 20:40
ENS-405,41.8586,-82.6,2023-09-29 16:31
MGN-001,41.90605,-83.26078,2023-10-02 16:51
MGN-002,41.82111,-83.37548,2023-10-02 17:52
OGN-008,41.73153,-82.97866,2023-10-02 19:45
OGN-009,41.71464,-82.89326,2023-10-02 20:03
OGN-011,41.63191,-82.89503,2023-10-02 20:22
OGN-012,41.59015,-82.89507,2023-10-02 20:34
MGN-003,41.92979,-83.21855,2023-10-03 16:39
MGN-004,41.92441,-83.27331,2023-10-03 17:18
OGN-014,41.63378,-82.7703,2023-10-03 19:50
OGN-016,41.65074,-82.64757,2023-10-03 20:15
OGN-018,41.50065,-82.6368,2023-10-03 20:49
OGN-017,41.5596,-82.6535,2023-10-03 21:06
MGN-005,41.8435,-83.31143,2023-10-04 15:40
MGN-006,41.8415,-83.3373,2023-10-04 16:49
OGN-073,41.91767,-80.81827,2023-10-04 20:10
OGN-075,41.9063,-80.81738,2023-10-04 20:15
OGN-071,41.9589,-80.8183,2023-10-04 20:59
OGN-070,41.97402,-80.8121,2023-10-04 21:15
OGN-019,41.61954,-82.52378,2023-10-11 19:30
OGN-022,41.54015,-82.48178,2023-10-11 19:48
OGN-025,41.47069,-82.50955,2023-10-11 20:09
OGN-026,41.41242,-82.52001,2023-10-11 20:27
MDR-010,41.95711,-83.1057,2023-10-17 14:36
MDR-011,41.97376,-83.1468,2023-10-17 15:05
MDR-003,41.99979,-83.13146,2023-10-17 15:31
MDR-013,42.04257,-83.12834,2023-10-17 15:56
MDR-001,42.04263,-83.15259,2023-10-17 16:39
DRL-014,42.14344,-83.17152,2023-10-17 17:39
DRL-005,42.08411,-83.18178,2023-10-17 18:27
DRL-001,42.09339,-83.17967,2023-10-17 18:56
DRL-006,42.08794,-83.17226,2023-10-17 19:15
DRL-002,42.10115,-83.14026,2023-10-17 19:38
OGN-027,41.6643,-82.35332,2023-10-17 19:45
DRL-012,42.08004,-83.13163,2023-10-17 20:08
OGN-028,41.55147,-82.36101,2023-10-17 20:11
OGN-029,41.49461,-82.35064,2023-10-17 20:30
DRL-011,42.08587,-83.11759,2023-10-17 20:33
OGN-032,41.44182,-82.35038,2023-10-17 20:47
DRL-013,42.07965,-83.11779,2023-10-17 20:53
DRL-010,42.07392,-83.12199,2023-10-17 21:15
BRC-001,42.15409,-83.12594,2023-10-18 14:37
DRF-002,42.19386,-83.11062,2023-10-18 15:03
DRF-003,42.23007,-83.11014,2023-10-18 15:28
DRF-004,42.24921,-83.11898,2023-10-18 16:07
GRE-002,42.22385,-83.1283,2023-10-18 16:35
DRF-007,42.20146,-83.13488,2023-10-18 16:58
GRW-002,42.21939,-83.13832,2023-10-18 17:24
LEG-1007,41.4514,-82.4246,2023-10-23 12:55
LEG-1008,41.4687,-82.2624,2023-10-23 13:39
LEG-908,41.5839,-82.2483,2023-10-23 14:22
LEG-909,41.586,-82.0853,2023-10-23 15:15
LL-005,41.5297,-82.0033,2023-10-23 15:31
LEG-910,41.5842,-81.9146,2023-10-23 16:11
LEG-911,41.5857,-81.7511,2023-10-23 16:54
LEG-912,41.6143,-81.5979,2023-10-23 17:36
LEG-812,41.7506,-81.5814,2023-10-23 18:26
OGN-069,41.82913,-81.1002,2023-10-23 19:03
LEG-813,41.7614,-81.42,2023-10-23 19:08
OGN-068,41.84752,-81.10048,2023-10-23 19:19
OGN-067,41.85673,-81.10365,2023-10-23 19:35
LEG-814,41.7974,-81.2605,2023-10-23 19:51
OGN-066,41.89872,-81.10325,2023-10-23 19:53
LEG-715,41.9177,-81.085,2023-10-23 20:51
LEG-716,41.9337,-80.9198,2023-10-23 21:34
