station,deploy_lat,deploy_long,deploy_date_time
LEG-516,42.2507,-80.9163,2024-07-02 19:42
LEG-517,42.2534,-80.757,2024-07-02 20:23
LEG-617,42.0829,-80.7557,2024-07-02 21:04
LEG-616,42.0839,-80.9168,2024-07-02 21:38
LEG-716,41.9337,-80.9198,2024-07-02 23:02
ENS-215,41.9212,-80.7968,2024-07-02 23:41
ENS-223,42.2514,-81.9036,2024-07-04 22:49
LEG-510,42.2301,-81.9101,2024-07-04 23:02
MDR-010,41.95708,-83.10566,2024-07-11 14:30
MDR-011,41.97377,-83.14682,2024-07-11 14:56
MDR-003,41.9998,-83.13149,2024-07-11 15:20
MDR-013,42.04257,-83.12833,2024-07-11 15:45
MDR-001,42.04262,-83.15259,2024-07-11 16:03
DRL-006,42.08795,-83.17228,2024-07-11 16:59
DRL-005,42.08409,-83.18178,2024-07-11 17:50
CUY-012,41.12282,-81.50212,2024-07-11 20:00
CUY-007,41.13933,-81.47943,2024-07-11 22:13
LEG-910,41.5842,-81.9146,2024-07-17 14:05
DRL-011,42.08585,-83.11761,2024-07-19 14:43
SMB-007,41.58566,-82.73759,2024-07-19 15:21
DRL-010,42.07392,-83.12198,2024-07-19 15:22
SMB-011,41.62649,-82.79973,2024-07-19 16:09
SMB-010,41.63964,-82.85064,2024-07-19 16:33
SMB-019,41.68243,-82.88261,2024-07-19 17:04
DRL-014,42.14343,-83.17154,2024-07-19 17:14
SMB-013,41.68167,-82.8341,2024-07-19 17:30
SMB-014,41.69826,-82.82346,2024-07-19 18:01
SMB-016,41.73445,-82.8533,2024-07-19 18:43
SMB-015,41.72083,-82.79229,2024-07-19 19:16
SMB-012,41.65464,-82.78564,2024-07-19 19:44
DRF-004,42.24921,-83.11901,2024-08-01 13:56
DRF-003,42.23001,-83.11014,2024-08-01 14:18
DRF-002,42.19385,-83.11065,2024-08-01 14:33
DRF-007,42.20144,-83.13488,2024-08-01 16:03
GRW-002,42.2194,-83.13834,2024-08-01 16:26
GRE-002,42.22384,-83.12831,2024-08-01 16:52
ENS-217,42.0313,-80.3705,2024-08-04 22:13
ENS-301,42.08096,-80.24233,2024-08-04 22:49
ENS-302,42.11333,-80.16599,2024-08-04 23:15
SMB-017,41.69443,-82.72799,2024-08-05 13:00
SMB-009,41.67139,-82.69017,2024-08-05 13:28
LEG-609,42.0836,-82.0843,2024-08-13 18:12
LEG-509,42.2112,-82.0747,2024-08-13 18:40
ENS-224,42.2333,-82.0891,2024-08-13 18:49
SMB-018,41.62653,-82.64694,2024-08-14 13:55
SMB-008,41.58986,-82.66263,2024-08-14 14:24
SGN-025,41.63806,-82.8197,2024-09-04 19:41
SGN-024,41.65951,-82.79369,2024-09-04 19:56
SGN-023,41.70604,-82.80996,2024-09-04 20:19
SGN-022,41.71979,-82.80734,2024-09-04 20:33
SGN-030,41.6637,-82.68116,2024-09-10 20:27
SGN-031,41.61268,-82.69237,2024-09-10 20:45
SGN-032,41.61443,-82.67489,2024-09-10 20:57
SGN-033,41.59755,-82.67135,2024-09-10 21:09
SGN-050,41.41168,-82.41636,2024-09-11 19:53
SGN-051,41.41713,-82.44375,2024-09-11 20:05
SGN-052,41.41228,-82.46528,2024-09-11 20:16
SGN-029,41.40074,-82.4624,2024-09-12 20:25
CUY-003,41.5,-81.70963,2024-09-18 18:18
CUY-001,41.43945,-81.67498,2024-09-26 18:20
OGN-006,41.8293,-83.05471,2024-10-02 18:21
OGN-005,41.88105,-83.14441,2024-10-02 18:50
OGN-063,41.77585,-81.27577,2024-10-02 19:30
OGN-062,41.79798,-81.2805,2024-10-02 19:56
OGN-060,41.83524,-81.27306,2024-10-02 20:22
OGN-004,41.68505,-83.20136,2024-10-02 20:30
OGN-059,41.87945,-81.27443,2024-10-02 20:40
OGN-001,41.75694,-83.25583,2024-10-02 20:50
OGN-069,41.82949,-81.10032,2024-10-03 19:03
OGN-068,41.84836,-81.101,2024-10-03 19:43
OGN-067,41.85728,-81.10407,2024-10-03 20:00
OGN-066,41.89872,-81.10325,2024-10-03 20:38
OGN-008,41.73153,-82.97866,2024-10-09 20:10
OGN-009,41.71464,-82.89326,2024-10-09 20:30
OGN-011,41.63191,-82.89503,2024-10-09 20:50
OGN-012,41.59015,-82.89507,2024-10-09 21:05
OGN-014,41.63378,-82.7703,2024-10-10 19:45
OGN-016,41.65074,-82.64757,2024-10-10 20:15
OGN-017,41.5596,-82.6535,2024-10-10 20:30
OGN-018,41.50065,-82.6368,2024-10-10 20:55
SDR-005,42.06586,-82.38896,2024-10-16 17:28
OGN-080,41.95632,-80.61119,2024-10-17 18:57
OGN-079,41.9752,-80.59304,2024-10-17 19:45
OGN-078,42.0103,-80.59248,2024-10-17 19:58
OGN-019,41.61954,-82.52378,2024-10-17 20:00
OGN-022,41.54015,-82.48178,2024-10-17 20:15
OGN-077,42.05948,-80.5938,2024-10-17 20:28
OGN-025,41.47069,-82.50955,2024-10-17 20:30
OGN-026,41.41242,-82.52001,2024-10-17 20:50
CUY-020,41.16206,-81.57436,2024-10-21 16:19
OGN-027,41.6643,-82.35332,2024-10-21 20:20
OGN-028,41.55147,-82.36101,2024-10-21 20:40
OGN-029,41.49461,-82.35064,2024-10-21 21:00
OGN-032,41.44182,-82.35038,2024-10-21 21:15
CUY-013,41.12332,-81.51066,2024-10-22 13:40
CUY-015,41.12344,-81.51964,2024-10-22 16:25
CUY-016,41.11943,-81.52653,2024-10-22 18:54
CUY-017,41.12441,-81.53132,2024-10-22 19:08
CUY-019,41.14177,-81.56286,2024-10-22 20:12
CUY-021,41.17735,-81.58031,2024-10-22 20:50
CUY-022,41.19054,-81.57549,2024-10-22 21:29
CUY-024,41.2317,-81.54682,2024-10-22 21:41
CUY-029,41.31774,-81.58641,2024-10-22 22:16
CUY-030,41.37199,-81.61531,2024-10-22 22:38
CUY-031,41.39322,-81.62952,2024-10-22 23:15
CUY-001,41.14926,-81.36835,2024-10-23 13:16
CUY-002,41.13794,-81.41673,2024-10-23 14:50
CUY-004,41.14539,-81.45888,2024-10-23 16:22
CUY-003,41.14953,-81.45575,2024-10-23 16:29
CUY-005,41.14846,-81.46767,2024-10-23 17:10
CUY-006,41.14447,-81.47378,2024-10-23 18:22
CUY-009,41.11889,-81.49276,2024-10-23 22:02
LET-041,41.95304,-80.5454,2024-10-24 12:44
LET-001,41.73889,-81.26409,2024-10-24 16:59
OGN-034,41.6473,-82.18778,2024-10-24 21:00
OGN-035,41.54408,-82.17529,2024-10-24 21:20
OGN-038,41.50682,-82.18773,2024-10-24 21:35
OGN-039,41.48723,-82.15742,2024-10-24 21:45
CUY-007,41.13933,-81.47943,2024-10-25 17:52
CUY-012,41.12282,-81.50212,2024-10-25 20:03
CUY-025,41.24464,-81.55424,2024-10-25 20:53
CUY-026,41.25518,-81.54969,2024-10-25 20:53
CUY-015,41.12344,-81.51964,2024-10-28 14:41
CUY-044,41.49572,-81.72742,2024-10-28 17:01
CUY-045,41.4968,-81.72875,2024-10-28 17:35
CUY-010,41.1229,-81.4956,2024-10-28 17:44
CUY-050,41.51495,-81.7122,2024-10-28 18:15
CUY-048,41.513,-81.71553,2024-10-28 18:37
CUY-046,41.5177,-81.72333,2024-10-28 18:52
CUY-051,41.51358,-81.72175,2024-10-28 19:10
CUY-047,41.51012,-81.72008,2024-10-28 19:28
CUY-049,41.51032,-81.72534,2024-10-28 19:46
CUY-008,41.12843,-81.48399,2024-10-28 21:15
CUY-039,41.53725,-81.65314,2024-11-04 16:21
CUY-040,41.53933,-81.6563,2024-11-04 16:25
CUY-043,41.54112,-81.65369,2024-11-04 16:29
CUY-042,41.53974,-81.65113,2024-11-04 16:33
CUY-041,41.53704,-81.64913,2024-11-04 16:37
CUY-032,41.50261,-81.71587,2024-11-04 20:04
CUY-034,41.50509,-81.71662,2024-11-04 20:10
CUY-036,41.50708,-81.70719,2024-11-04 21:58
CUY-035,41.50779,-81.71167,2024-11-04 22:05
CUY-038,41.51056,-81.707,2024-11-04 22:10
SRVPS-006,41.42619,-83.06207,2024-11-06 21:33
SRVPS-005,41.42699,-83.06132,2024-11-06 21:38
SRVPS-003,41.42835,-83.06201,2024-11-06 21:41
SRVPS-004,41.4291,-83.06067,2024-11-06 21:45
SRVPS-072,41.43019,-83.06016,2024-11-06 21:49
SRVPS-001,41.42954,-83.05897,2024-11-06 21:51
SRVPS-055,41.42888,-83.05737,2024-11-06 21:55
SRVPS-073,41.42758,-83.05705,2024-11-06 21:59
SRVPS-056,41.42718,-83.05572,2024-11-06 22:01
SRVPS-063,41.42601,-83.05541,2024-11-06 22:03
SRVPS-085,41.42546,-83.05327,2024-11-07 01:31
SRVPS-101,41.42474,-83.05308,2024-11-07 01:34
SRVPS-057,41.42479,-83.05059,2024-11-07 01:37
SRVPS-080,41.4243,-83.0511,2024-11-07 01:41
SRVPS-095,41.42493,-83.04897,2024-11-07 01:45
SRVPS-090,41.42571,-83.04905,2024-11-07 01:47
SRVPS-058,41.42674,-83.04782,2024-11-07 01:53
SRVPS-059,41.42732,-83.04831,2024-11-07 01:57
SRVPS-087,41.42852,-83.04731,2024-11-07 02:01
SRVPS-060,41.42983,-83.04701,2024-11-07 02:03
LSR-022,41.35244,-83.11098,2024-11-25 13:45
LSR-019,41.36207,-83.10254,2024-11-25 14:11
LSR-018,41.37028,-83.09799,2024-11-25 14:25
LSR-017,41.37958,-83.0957,2024-11-25 14:34
LSR-016,41.38627,-83.08885,2024-11-25 14:48
LSR-015,41.39267,-83.09091,2024-11-25 15:05
LSR-014,41.39152,-83.10242,2024-11-25 15:23
LSR-013,41.39513,-83.10531,2024-11-25 15:42
LSR-012,41.39907,-83.09884,2024-11-25 15:53
LSR-011,41.40211,-83.08779,2024-11-25 16:06
LSR-010,41.40698,-83.07847,2024-11-25 16:28
LSR-009,41.4138,-83.08399,2024-11-25 16:37
LSR-008,41.41934,-83.08223,2024-11-25 16:55
LSR-007,41.42078,-83.06972,2024-11-25 17:13
LSR-006,41.4221,-83.06293,2024-11-25 17:32
LSR-005,41.42924,-83.06024,2024-11-25 17:48
LSR-001,41.44984,-83.02593,2024-11-25 18:23
LSR-004,41.42831,-83.04774,2024-11-25 18:45
MLS-009,41.59168,-83.5945,2024-11-27 05:00
MAU-005,41.6243,-83.55573,2024-11-27 15:54
MLS-008,41.63673,-83.53381,2024-11-27 16:15
MAU-006,41.67282,-83.49612,2024-11-27 16:38
MAU-007,41.68055,-83.48808,2024-11-27 16:51
MAU-015,41.6951,-83.46944,2024-11-27 18:24
SDB-010,41.48469,-82.82793,2024-12-11 18:26
USR-002,41.20948,-83.14575,2024-12-27 15:30
USR-001,41.27738,-83.1656,2024-12-27 16:00
LSR-021,41.35264,-83.11129,2024-12-27 17:30
LSR-002,41.43825,-83.03791,2024-12-27 18:15
